 pos. daughter  O 17 z= 8 a=17 Q=  2.762
        T9     RHOYE        UF     E+DEC     E-CAP      NEUE     E-DEC     E+CAP   NEUEBAR
        T9     RHOYE        UF     E+DEC     E-CAP      NEUE     E-DEC     E+CAP   NEUEBAR
      0.01       6.0     0.726    -0.398    -1.544    -0.065  -100.000  -100.000  -100.000
      0.10       6.0     0.725    -0.398    -1.544    -0.065  -100.000  -100.000  -100.000
      0.20       6.0     0.724    -0.398    -1.544    -0.065  -100.000  -100.000  -100.000
      0.40       6.0     0.718    -0.398    -1.544    -0.065   -83.826   -63.777   -64.754
      0.70       6.0     0.700    -0.398    -1.544    -0.065   -49.963   -37.779   -38.508
      1.00       6.0     0.672    -0.398    -1.543    -0.064   -36.416   -27.144   -27.713
      1.50       6.0     0.604    -0.398    -1.540    -0.062   -25.871   -18.619   -19.003
      2.00       6.0     0.512    -0.398    -1.531    -0.059   -20.565   -14.179   -14.429
      3.00       6.0     0.299    -0.399    -1.459    -0.044   -15.135    -9.541    -9.601
      5.00       6.0     0.091    -0.402    -0.963     0.125   -10.514    -5.849    -5.663
     10.00       6.0     0.020    -0.357     0.084     0.989    -5.910    -2.769    -2.239
     30.00       6.0     0.002     0.301     2.077     3.262    -2.504     0.781     1.853
      0.01       7.0     1.223    -0.398    -0.532     0.326  -100.000  -100.000  -100.000
      0.10       7.0     1.222    -0.398    -0.532     0.326  -100.000  -100.000  -100.000
      0.20       7.0     1.222    -0.398    -0.532     0.326  -100.000  -100.000  -100.000
      0.40       7.0     1.219    -0.398    -0.531     0.327   -84.064   -70.093   -71.071
      0.70       7.0     1.212    -0.398    -0.529     0.329   -50.198   -41.463   -42.192
      1.00       7.0     1.200    -0.398    -0.526     0.332   -36.646   -29.807   -30.375
      1.50       7.0     1.173    -0.398    -0.519     0.340   -26.093   -20.530   -20.914
      2.00       7.0     1.133    -0.398    -0.510     0.350   -20.794   -15.744   -15.994
      3.00       7.0     1.021    -0.398    -0.487     0.377   -15.383   -10.755   -10.815
      5.00       7.0     0.698    -0.395    -0.411     0.463   -10.619    -6.460    -6.274
     10.00       7.0     0.196    -0.350     0.168     1.067    -5.918    -2.858    -2.328
     30.00       7.0     0.021     0.301     2.079     3.265    -2.505     0.778     1.850
      0.01       8.0     2.447    -0.398     0.604     1.368  -100.000  -100.000  -100.000
      0.10       8.0     2.447    -0.398     0.604     1.368  -100.000  -100.000  -100.000
      0.20       8.0     2.446    -0.398     0.604     1.368  -100.000  -100.000  -100.000
      0.40       8.0     2.445    -0.398     0.604     1.369   -88.849   -85.541   -86.519
      0.70       8.0     2.442    -0.398     0.605     1.370   -53.683   -50.319   -51.047
      1.00       8.0     2.437    -0.398     0.606     1.372   -39.458   -36.037   -36.605
      1.50       8.0     2.424    -0.398     0.609     1.377   -28.249   -24.734   -25.118
      2.00       8.0     2.406    -0.398     0.614     1.384   -22.559   -18.951   -19.201
      3.00       8.0     2.355    -0.398     0.626     1.403   -16.732   -12.995   -13.055
      5.00       8.0     2.192    -0.393     0.654     1.455   -11.212    -7.966    -7.779
     10.00       8.0     1.493    -0.326     0.755     1.639    -6.026    -3.511    -2.981
     30.00       8.0     0.209     0.305     2.110     3.295    -2.512     0.747     1.819
      0.01       9.0     5.180    -0.398     1.874     2.766  -100.000  -100.000  -100.000
      0.10       9.0     5.180    -0.398     1.874     2.766  -100.000  -100.000  -100.000
      0.20       9.0     5.180    -0.398     1.874     2.767  -100.000  -100.000  -100.000
      0.40       9.0     5.180    -0.398     1.874     2.767  -100.000  -100.000  -100.000
      0.70       9.0     5.178    -0.398     1.875     2.767   -72.136   -70.020   -70.745
      1.00       9.0     5.176    -0.398     1.875     2.768   -51.927   -49.842   -50.406
      1.50       9.0     5.170    -0.398     1.876     2.770   -36.061   -33.960   -34.340
      2.00       9.0     5.161    -0.398     1.878     2.773   -28.033   -25.895   -26.142
      3.00       9.0     5.138    -0.398     1.882     2.780   -19.845   -17.671   -17.728
      5.00       9.0     5.062    -0.393     1.890     2.798   -12.655   -10.859   -10.665
     10.00       9.0     4.708    -0.318     1.905     2.853    -6.708    -5.131    -4.594
     30.00       9.0     1.972     0.337     2.391     3.580    -2.600     0.453     1.524
      0.01      10.0    11.118    -0.398     3.278     4.379  -100.000  -100.000  -100.000
      0.10      10.0    11.118    -0.398     3.278     4.379  -100.000  -100.000  -100.000
      0.20      10.0    11.118    -0.398     3.278     4.379  -100.000  -100.000  -100.000
      0.40      10.0    11.118    -0.398     3.278     4.379  -100.000  -100.000  -100.000
      0.70      10.0    11.117    -0.398     3.278     4.379  -100.000  -100.000  -100.000
      1.00      10.0    11.116    -0.398     3.278     4.380   -80.072   -79.780   -80.174
      1.50      10.0    11.113    -0.398     3.279     4.380   -54.249   -53.930   -54.152
      2.00      10.0    11.109    -0.398     3.279     4.381   -41.236   -40.883   -40.987
      3.00      10.0    11.098    -0.398     3.280     4.383   -28.114   -27.684   -27.625
      5.00      10.0    11.063    -0.393     3.280     4.385   -17.498   -16.908   -16.644
     10.00      10.0    10.898    -0.318     3.266     4.380    -9.277    -8.251    -7.699
     30.00      10.0     9.163     0.373     3.421     4.659    -3.357    -0.752     0.318
      0.01      11.0    23.934    -0.398     4.789     6.150  -100.000  -100.000  -100.000
      0.10      11.0    23.934    -0.398     4.789     6.150  -100.000  -100.000  -100.000
      0.20      11.0    23.934    -0.398     4.789     6.150  -100.000  -100.000  -100.000
      0.40      11.0    23.934    -0.398     4.789     6.150  -100.000  -100.000  -100.000
      0.70      11.0    23.933    -0.398     4.789     6.150  -100.000  -100.000  -100.000
      1.00      11.0    23.933    -0.398     4.789     6.151  -100.000  -100.000  -100.000
      1.50      11.0    23.931    -0.398     4.789     6.151   -97.282   -96.996   -97.212
      2.00      11.0    23.930    -0.398     4.789     6.151   -73.515   -73.188   -73.288
      3.00      11.0    23.924    -0.398     4.789     6.151   -49.641   -49.231   -49.169
      5.00      11.0    23.908    -0.393     4.787     6.149   -30.429   -29.855   -29.590
     10.00      11.0    23.832    -0.318     4.770     6.131   -15.779   -14.769   -14.216
     30.00      11.0    23.015     0.376     4.806     6.206    -5.606    -3.079    -2.009
 pos. daughter  O 19 z= 8 a=19 Q= -4.820
        T9     RHOYE        UF     E+DEC     E-CAP      NEUE     E-DEC     E+CAP   NEUEBAR
      0.01       1.0     0.508  -100.000  -100.000  -100.000    -1.603  -100.000    -1.273
      0.10       1.0     0.453  -100.000  -100.000  -100.000    -1.603   -54.251    -1.273
      0.20       1.0     0.377  -100.000  -100.000  -100.000    -1.603   -27.427    -1.272
      0.40       1.0     0.205   -83.252   -70.032   -71.005    -1.599   -13.496    -1.264
      0.70       1.0     0.008   -49.470   -43.032   -43.752    -1.589    -7.759    -1.246
      1.00       1.0     0.000   -35.894   -31.129   -31.686    -1.583    -6.303    -1.233
      1.50       1.0     0.000   -25.346   -21.684   -22.051    -1.576    -5.084    -1.221
      2.00       1.0     0.000   -19.986   -16.846   -17.074    -1.572    -4.379    -1.213
      3.00       1.0     0.000   -14.211   -11.820   -11.839    -1.569    -3.515    -1.199
      5.00       1.0     0.000    -9.191    -7.433    -7.159    -1.567    -2.493    -1.119
     10.00       1.0     0.000    -5.043    -3.331    -2.667    -1.419    -0.958    -0.182
     30.00       1.0     0.000    -1.425     0.936     2.075    -0.161     1.705     2.820
      0.01       2.0     0.510  -100.000  -100.000  -100.000    -1.603  -100.000    -1.273
      0.10       2.0     0.473  -100.000  -100.000  -100.000    -1.603   -55.252    -1.273
      0.20       2.0     0.416  -100.000  -100.000  -100.000    -1.603   -28.427    -1.272
      0.40       2.0     0.284   -83.252   -69.032   -70.005    -1.599   -14.496    -1.264
      0.70       2.0     0.065   -49.470   -42.619   -43.339    -1.589    -8.173    -1.246
      1.00       2.0     0.005   -35.894   -31.108   -31.664    -1.583    -6.325    -1.233
      1.50       2.0     0.000   -25.346   -21.683   -22.049    -1.576    -5.085    -1.221
      2.00       2.0     0.000   -19.986   -16.846   -17.073    -1.572    -4.379    -1.213
      3.00       2.0     0.000   -14.211   -11.820   -11.839    -1.569    -3.515    -1.199
      5.00       2.0     0.000    -9.191    -7.433    -7.159    -1.567    -2.493    -1.119
     10.00       2.0     0.000    -5.043    -3.331    -2.667    -1.419    -0.958    -0.182
     30.00       2.0     0.000    -1.425     0.936     2.075    -0.161     1.705     2.820
      0.01       3.0     0.513  -100.000  -100.000  -100.000    -1.603  -100.000    -1.273
      0.10       3.0     0.493  -100.000  -100.000  -100.000    -1.603   -56.269    -1.273
      0.20       3.0     0.456  -100.000  -100.000  -100.000    -1.603   -29.433    -1.272
      0.40       3.0     0.364   -83.252   -68.030   -69.003    -1.599   -15.498    -1.264
      0.70       3.0     0.197   -49.470   -41.670   -42.391    -1.589    -9.121    -1.246
      1.00       3.0     0.046   -35.894   -30.902   -31.458    -1.583    -6.531    -1.234
      1.50       3.0     0.005   -25.346   -21.668   -22.035    -1.576    -5.100    -1.221
      2.00       3.0     0.001   -19.986   -16.843   -17.070    -1.572    -4.383    -1.213
      3.00       3.0     0.000   -14.211   -11.819   -11.839    -1.569    -3.516    -1.199
      5.00       3.0     0.000    -9.191    -7.433    -7.159    -1.567    -2.493    -1.119
     10.00       3.0     0.000    -5.043    -3.331    -2.667    -1.419    -0.958    -0.182
     30.00       3.0     0.000    -1.425     0.936     2.075    -0.161     1.705     2.820
      0.01       4.0     0.523  -100.000  -100.000  -100.000    -1.603  -100.000    -1.273
      0.10       4.0     0.516  -100.000  -100.000  -100.000    -1.603   -57.429    -1.273
      0.20       4.0     0.498  -100.000  -100.000  -100.000    -1.603   -30.488    -1.273
      0.40       4.0     0.444   -83.252   -67.012   -67.985    -1.599   -16.516    -1.264
      0.70       4.0     0.337   -49.470   -40.664   -41.384    -1.589   -10.127    -1.246
      1.00       4.0     0.209   -35.893   -30.080   -30.636    -1.583    -7.353    -1.234
      1.50       4.0     0.047   -25.345   -21.526   -21.893    -1.576    -5.241    -1.221
      2.00       4.0     0.014   -19.985   -16.811   -17.038    -1.572    -4.414    -1.213
      3.00       4.0     0.004   -14.210   -11.814   -11.833    -1.569    -3.521    -1.199
      5.00       4.0     0.001    -9.190    -7.432    -7.158    -1.567    -2.494    -1.119
     10.00       4.0     0.000    -5.043    -3.331    -2.667    -1.419    -0.958    -0.182
     30.00       4.0     0.000    -1.425     0.936     2.075    -0.161     1.705     2.820
      0.01       5.0     0.564  -100.000  -100.000  -100.000    -1.604  -100.000    -1.275
      0.10       5.0     0.563  -100.000  -100.000  -100.000    -1.604   -59.778    -1.275
      0.20       5.0     0.558  -100.000  -100.000  -100.000    -1.604   -31.991    -1.274
      0.40       5.0     0.537   -83.252   -65.841   -66.814    -1.599   -17.687    -1.265
      0.70       5.0     0.485   -49.470   -39.598   -40.318    -1.590   -11.193    -1.248
      1.00       5.0     0.413   -35.893   -29.049   -29.605    -1.583    -8.384    -1.234
      1.50       5.0     0.265   -25.343   -20.793   -21.160    -1.577    -5.973    -1.222
      2.00       5.0     0.128   -19.982   -16.523   -16.750    -1.573    -4.700    -1.214
      3.00       5.0     0.035   -14.209   -11.761   -11.780    -1.569    -3.573    -1.201
      5.00       5.0     0.009    -9.190    -7.424    -7.150    -1.567    -2.502    -1.121
     10.00       5.0     0.002    -5.043    -3.330    -2.666    -1.419    -0.959    -0.183
     30.00       5.0     0.000    -1.425     0.936     2.075    -0.161     1.705     2.820
        T9     RHOYE        UF     E+DEC     E-CAP      NEUE     E-DEC     E+CAP   NEUEBAR
      0.01       6.0     0.726  -100.000  -100.000  -100.000    -1.611  -100.000    -1.285
      0.10       6.0     0.725  -100.000  -100.000  -100.000    -1.611   -67.972    -1.285
      0.20       6.0     0.724  -100.000  -100.000  -100.000    -1.610   -36.173    -1.284
      0.40       6.0     0.718   -83.252   -63.567   -64.540    -1.606   -19.961    -1.275
      0.70       6.0     0.700   -49.470   -38.048   -38.769    -1.596   -12.743    -1.257
      1.00       6.0     0.672   -35.893   -27.746   -28.303    -1.589    -9.688    -1.243
      1.50       6.0     0.604   -25.343   -19.657   -20.024    -1.581    -7.110    -1.230
      2.00       6.0     0.512   -19.979   -15.557   -15.785    -1.577    -5.665    -1.221
      3.00       6.0     0.299   -14.202   -11.319   -11.340    -1.572    -4.010    -1.210
      5.00       6.0     0.091    -9.186    -7.342    -7.069    -1.569    -2.583    -1.135
     10.00       6.0     0.020    -5.042    -3.322    -2.658    -1.420    -0.968    -0.190
     30.00       6.0     0.002    -1.425     0.936     2.075    -0.161     1.705     2.819
      0.01       7.0     1.223  -100.000  -100.000  -100.000    -1.659  -100.000    -1.359
      0.10       7.0     1.222  -100.000  -100.000  -100.000    -1.659   -93.018    -1.359
      0.20       7.0     1.222  -100.000  -100.000  -100.000    -1.659   -48.718    -1.358
      0.40       7.0     1.219   -83.252   -57.355   -58.326    -1.653   -26.277    -1.347
      0.70       7.0     1.212   -49.470   -34.439   -35.145    -1.641   -16.427    -1.325
      1.00       7.0     1.200   -35.893   -25.133   -25.676    -1.632   -12.351    -1.308
      1.50       7.0     1.173   -25.343   -17.777   -18.134    -1.623    -9.021    -1.291
      2.00       7.0     1.133   -19.979   -14.015   -14.236    -1.616    -7.230    -1.279
      3.00       7.0     1.021   -14.199   -10.121   -10.140    -1.607    -5.221    -1.262
      5.00       7.0     0.698    -9.169    -6.740    -6.470    -1.591    -3.185    -1.214
     10.00       7.0     0.196    -5.033    -3.235    -2.571    -1.426    -1.055    -0.261
     30.00       7.0     0.021    -1.424     0.939     2.079    -0.161     1.702     2.816
      0.01       8.0     2.447  -100.000  -100.000  -100.000    -2.010  -100.000    -1.828
      0.10       8.0     2.447  -100.000  -100.000  -100.000    -2.010  -100.000    -1.827
      0.20       8.0     2.446  -100.000   -79.164   -80.447    -2.009   -79.578    -1.826
      0.40       8.0     2.445   -83.252   -41.914   -42.893    -1.995   -41.726    -1.803
      0.70       8.0     2.442   -49.470   -25.626   -26.356    -1.966   -25.283    -1.757
      1.00       8.0     2.437   -35.893   -18.978   -19.549    -1.943   -18.581    -1.723
