 Q values are the nuclear mass differences (parent - daughter) in MeV.

     t9 = temperature (T(K) / 10^9)
     lrho = log base 10 of the product of the density (g * cm^-3) and
            the electron fraction
     uf = electron kinetic chemical potential (MeV)
     lbeta+ = log base 10 of the positron decay rate (s^-1)
     lfte- = log base 10 of the effective ft value for electron
             capture (s)
     lnu = log base 10 of the average energy of the emitted neutrinos
           in both positron emission and electron capture (MeV)
     lbeta- = log base 10 of the electron decay rate (s^-1)
     lfte+ = log base 10 of the effective ft value for positron
             capture (s)
     lnubar = log base 10 of the average energy of the emitted
              antineutrinos in both electron emission and positron 
              capture (MeV) 

 neg. daughter H1   z= 1 n= 0 a= 1 Q=  1.2933
 pos. daughter N01  z= 0 n= 1 a= 1 Q= -1.2933
                      +++ H1   --> N01  +++      --- N01  --> H1   ---
   t9   lrho    uf    lbeta+    lfte-     lnu    lbeta-    lfte+   lnubar
  1.50  7.0   0.662  -10.760    4.935    0.025  -14.783    7.683   -0.269
  2.00  7.0   0.622   -8.472    4.873    0.059  -11.864    7.250   -0.214
  3.00  7.0   0.510   -6.019    4.673    0.125   -8.894    6.773   -0.128
  5.00  7.0   0.187   -3.553    4.154    0.312   -6.463    6.126    0.146
 10.00  7.0  -0.315   -1.370    3.373    0.686   -4.365    5.339    0.642
 30.00  7.0  -0.490   -0.071    2.844    1.102   -2.009    4.585    1.108
100.00  7.0  -0.509    0.476    2.655    1.628   -0.359    4.406    1.625
  0.01  8.0   1.936  -99.999    4.383    0.140  -99.999  -99.999  -99.999
  0.10  8.0   1.936  -99.999    4.383    0.140  -99.999  -99.999  -99.999
  0.20  8.0   1.935  -69.740    4.382    0.140  -99.999  -99.999  -99.999
  0.40  8.0   1.934  -35.714    4.378    0.140  -57.166   12.924   -1.002
  0.70  8.0   1.931  -21.132    4.367    0.140  -34.496    9.784   -0.767
  1.00  8.0   1.926  -15.299    4.351    0.141  -25.280    8.580   -0.619
  1.50  8.0   1.913  -10.760    4.314    0.145  -17.978    7.683   -0.460
  2.00  8.0   1.895   -8.472    4.265    0.153  -14.249    7.250   -0.355
  3.00  8.0   1.844   -6.019    4.147    0.188  -10.429    6.773   -0.214
  5.00  8.0   1.681   -3.551    3.883    0.323   -7.254    6.124    0.012
 10.00  8.0   0.982   -1.358    3.347    0.700   -4.537    5.333    0.580
 30.00  8.0  -0.302   -0.068    2.843    1.103   -2.016    4.585    1.108
100.00  8.0  -0.492    0.476    2.655    1.628   -0.359    4.406    1.625
  0.01  9.0   4.669  -99.999    3.392    0.449  -99.999  -99.999  -99.999
  0.10  9.0   4.669  -99.999    3.392    0.449  -99.999  -99.999  -99.999
  0.20  9.0   4.669  -69.740    3.392    0.449  -99.999  -99.999  -99.999
  0.40  9.0   4.669  -35.714    3.392    0.449  -91.260  -99.999   -0.996
  0.70  9.0   4.667  -21.132    3.391    0.450  -53.829    9.784   -0.761
  1.00  9.0   4.665  -15.299    3.389    0.452  -38.714    8.580   -0.613
  1.50  9.0   4.659  -10.760    3.386    0.455  -26.826    7.683   -0.448
  2.00  9.0   4.650   -8.472    3.382    0.460  -20.801    7.250   -0.337
  3.00  9.0   4.627   -6.019    3.369    0.475  -14.680    6.773   -0.187
  5.00  9.0   4.551   -3.551    3.333    0.519   -9.657    6.124    0.006
 10.00  9.0   4.197   -1.354    3.190    0.727   -5.530    5.331    0.435
 30.00  9.0   1.461   -0.049    2.839    1.107   -2.101    4.584    1.104
100.00  9.0  -0.324    0.478    2.655    1.628   -0.361    4.406    1.625
  0.01 10.0  10.607  -99.999    2.942    0.872  -99.999  -99.999  -99.999
  0.10 10.0  10.607  -99.999    2.942    0.872  -99.999  -99.999  -99.999
  0.20 10.0  10.607  -69.740    2.942    0.872  -99.999  -99.999  -99.999
  0.40 10.0  10.607  -35.714    2.942    0.872  -99.999  -99.999  -99.999
  0.70 10.0  10.606  -21.132    2.942    0.872  -96.457  -99.999   -0.759
  1.00 10.0  10.605  -15.299    2.942    0.872  -68.516    8.580   -0.611
  1.50 10.0  10.602  -10.760    2.941    0.873  -46.653    7.683   -0.447
  2.00 10.0  10.598   -8.472    2.941    0.874  -35.642    7.250   -0.334
  3.00 10.0  10.587   -6.019    2.940    0.876  -24.535    6.773   -0.181
  5.00 10.0  10.552   -3.551    2.937    0.883  -15.521    6.124    0.012
 10.00 10.0  10.387   -1.354    2.926    0.929   -8.385    5.331    0.381
 30.00 10.0   8.652   -0.028    2.798    1.149   -2.775    4.583    1.092
100.00 10.0   1.351    0.500    2.654    1.629   -0.381    4.406    1.624
  0.01 11.0  23.423  -99.999    2.740    1.253  -99.999  -99.999  -99.999
  0.10 11.0  23.423  -99.999    2.740    1.253  -99.999  -99.999  -99.999
  0.20 11.0  23.423  -69.740    2.740    1.253  -99.999  -99.999  -99.999
  0.40 11.0  23.423  -35.714    2.740    1.253  -99.999  -99.999  -99.999
  0.70 11.0  23.422  -21.132    2.740    1.253  -99.999  -99.999  -99.999
  1.00 11.0  23.422  -15.299    2.740    1.253  -99.999  -99.999  -99.999
  1.50 11.0  23.420  -10.760    2.740    1.253  -89.674    7.683   -0.445
  2.00 11.0  23.419   -8.472    2.740    1.253  -67.900    7.250   -0.332
  3.00 11.0  23.413   -6.019    2.740    1.253  -46.031    6.773   -0.176
  5.00 11.0  23.397   -3.551    2.740    1.255  -28.406    6.124    0.021
 10.00 11.0  23.321   -1.354    2.743    1.261  -14.767    5.331    0.380
 30.00 11.0  22.504   -0.027    2.710    1.329   -4.615    4.583    1.070
100.00 11.0  14.011    0.589    2.650    1.644   -0.624    4.407    1.621
     end
 neg. daughter Cr57 z=24 n=33 a=57 Q=  8.5310
 pos. daughter V57  z=23 n=34 a=57 Q= -8.5310
                      +++ Cr57 --> V57  +++      --- V57  --> Cr57 ---
   t9   lrho    uf    lbeta+    lfte-     lnu    lbeta-    lfte+   lnubar
  0.01  1.0  -0.003  -99.999  -99.999  -99.999    0.355  -99.999    0.597
  0.10  1.0  -0.058  -99.999  -99.999  -99.999    0.355    6.153    0.597
  0.20  1.0  -0.134  -99.999  -99.999  -99.999    0.356    5.640    0.597
  0.40  1.0  -0.306  -99.999  -99.999  -99.999    0.359    5.227    0.597
  0.70  1.0  -0.503  -72.909    3.790   -0.732    0.363    4.953    0.599
  1.00  1.0  -0.511  -52.803    3.758   -0.573    0.365    4.805    0.600
  1.50  1.0  -0.511  -37.070    3.733   -0.390    0.364    4.660    0.601
  2.00  1.0  -0.511  -28.826    3.722   -0.258    0.363    4.569    0.602
  3.00  1.0  -0.511  -20.132    3.719   -0.067    0.359    4.459    0.604
  5.00  1.0  -0.511  -12.852    3.731    0.183    0.347    4.359    0.611
 10.00  1.0  -0.511   -6.560    3.694    0.534    0.378    4.276    0.675
 30.00  1.0  -0.511   -1.876    3.392    1.094    0.516    3.989    1.095
100.00  1.0  -0.511   -0.313    3.235    1.629    0.458    3.772    1.620
  0.01  2.0  -0.001  -99.999  -99.999  -99.999    0.355  -99.999    0.597
  0.10  2.0  -0.038  -99.999  -99.999  -99.999    0.355    6.153    0.597
  0.20  2.0  -0.095  -99.999  -99.999  -99.999    0.356    5.640    0.597
  0.40  2.0  -0.227  -99.999  -99.999  -99.999    0.359    5.227    0.597
  0.70  2.0  -0.446  -72.909    3.790   -0.732    0.363    4.953    0.599
  1.00  2.0  -0.506  -52.803    3.758   -0.573    0.365    4.805    0.600
  1.50  2.0  -0.511  -37.070    3.733   -0.390    0.364    4.660    0.601
  2.00  2.0  -0.511  -28.826    3.722   -0.258    0.363    4.569    0.602
  3.00  2.0  -0.511  -20.132    3.719   -0.067    0.359    4.459    0.604
  5.00  2.0  -0.511  -12.852    3.731    0.183    0.347    4.359    0.611
 10.00  2.0  -0.511   -6.560    3.694    0.534    0.378    4.276    0.675
 30.00  2.0  -0.511   -1.876    3.392    1.094    0.516    3.989    1.095
100.00  2.0  -0.511   -0.313    3.235    1.629    0.458    3.772    1.620
  0.01  3.0   0.002  -99.999  -99.999  -99.999    0.355  -99.999    0.597
  0.10  3.0  -0.018  -99.999  -99.999  -99.999    0.355    6.153    0.597
  0.20  3.0  -0.055  -99.999  -99.999  -99.999    0.356    5.640    0.597
  0.40  3.0  -0.147  -99.999  -99.999  -99.999    0.359    5.227    0.597
  0.70  3.0  -0.314  -72.909    3.790   -0.732    0.363    4.953    0.599
  1.00  3.0  -0.465  -52.803    3.758   -0.573    0.365    4.805    0.600
  1.50  3.0  -0.506  -37.070    3.733   -0.390    0.364    4.660    0.601
  2.00  3.0  -0.510  -28.826    3.722   -0.258    0.363    4.569    0.602
  3.00  3.0  -0.511  -20.132    3.719   -0.067    0.359    4.459    0.604
  5.00  3.0  -0.511  -12.852    3.731    0.183    0.347    4.359    0.611
 10.00  3.0  -0.511   -6.560    3.694    0.534    0.378    4.276    0.675
 30.00  3.0  -0.511   -1.876    3.392    1.094    0.516    3.989    1.095
100.00  3.0  -0.511   -0.313    3.235    1.629    0.458    3.772    1.620
  0.01  4.0   0.012  -99.999  -99.999  -99.999    0.355  -99.999    0.597
  0.10  4.0   0.005  -99.999  -99.999  -99.999    0.355    6.153    0.597
  0.20  4.0  -0.013  -99.999  -99.999  -99.999    0.356    5.640    0.597
  0.40  4.0  -0.067  -99.999  -99.999  -99.999    0.359    5.227    0.597
  0.70  4.0  -0.174  -72.909    3.790   -0.732    0.363    4.953    0.599
  1.00  4.0  -0.302  -52.803    3.758   -0.573    0.365    4.806    0.600
  1.50  4.0  -0.464  -37.069    3.733   -0.390    0.364    4.660    0.601
  2.00  4.0  -0.497  -28.825    3.722   -0.258    0.363    4.569    0.602
  3.00  4.0  -0.507  -20.132    3.719   -0.067    0.359    4.459    0.604
  5.00  4.0  -0.510  -12.852    3.731    0.183    0.347    4.359    0.611
 10.00  4.0  -0.511   -6.560    3.694    0.534    0.378    4.276    0.675
 30.00  4.0  -0.511   -1.876    3.392    1.094    0.516    3.989    1.095
100.00  4.0  -0.511   -0.313    3.235    1.629    0.458    3.772    1.620
  0.01  5.0   0.053  -99.999  -99.999  -99.999    0.355  -99.999    0.597
  0.10  5.0   0.052  -99.999  -99.999  -99.999    0.355    6.153    0.597
  0.20  5.0   0.047  -99.999  -99.999  -99.999    0.355    5.640    0.597
  0.40  5.0   0.026  -99.999  -99.999  -99.999    0.358    5.227    0.597
  0.70  5.0  -0.026  -72.909    3.790   -0.732    0.363    4.953    0.598
  1.00  5.0  -0.098  -52.803    3.759   -0.573    0.364    4.806    0.600
  1.50  5.0  -0.246  -37.067    3.733   -0.390    0.364    4.661    0.601
  2.00  5.0  -0.383  -28.823    3.722   -0.258    0.363    4.571    0.602
  3.00  5.0  -0.476  -20.131    3.719   -0.067    0.359    4.460    0.604
  5.00  5.0  -0.502  -12.852    3.731    0.183    0.347    4.359    0.611
 10.00  5.0  -0.509   -6.560    3.694    0.534    0.378    4.276    0.675
 30.00  5.0  -0.511   -1.876    3.392    1.094    0.516    3.989    1.095
100.00  5.0  -0.511   -0.313    3.235    1.629    0.458    3.772    1.620
  0.01  6.0   0.215  -99.999  -99.999  -99.999    0.353  -99.999    0.596
  0.10  6.0   0.214  -99.999  -99.999  -99.999    0.353    6.153    0.596
  0.20  6.0   0.213  -99.999  -99.999  -99.999    0.354    5.640    0.596
  0.40  6.0   0.207  -99.999  -99.999  -99.999    0.357    5.227    0.596
  0.70  6.0   0.189  -72.909    3.791   -0.732    0.361    4.953    0.598
  1.00  6.0   0.161  -52.803    3.759   -0.573    0.363    4.806    0.599
  1.50  6.0   0.093  -37.067    3.733   -0.390    0.363    4.661    0.600
  2.00  6.0   0.001  -28.821    3.722   -0.258    0.362    4.572    0.601
  3.00  6.0  -0.212  -20.125    3.719   -0.067    0.358    4.464    0.603
  5.00  6.0  -0.420  -12.848    3.732    0.183    0.346    4.360    0.610
 10.00  6.0  -0.491   -6.559    3.694    0.534    0.378    4.276    0.675
 30.00  6.0  -0.509   -1.876    3.392    1.094    0.516    3.989    1.095
100.00  6.0  -0.511   -0.313    3.235    1.629    0.458    3.772    1.620
  0.01  7.0   0.712  -99.999  -99.999  -99.999    0.342  -99.999    0.590
  0.10  7.0   0.711  -99.999  -99.999  -99.999    0.342    6.153    0.590
  0.20  7.0   0.711  -99.999  -99.999  -99.999    0.342    5.640    0.590
  0.40  7.0   0.708  -99.999    3.853   -0.979    0.345    5.227    0.590
  0.70  7.0   0.701  -72.909    3.798   -0.732    0.350    4.953    0.592
  1.00  7.0   0.689  -52.803    3.765   -0.572    0.352    4.806    0.593
  1.50  7.0   0.662  -37.067    3.738   -0.389    0.352    4.661    0.594
  2.00  7.0   0.622  -28.821    3.726   -0.257    0.351    4.572    0.596
  3.00  7.0   0.510  -20.123    3.723   -0.067    0.348    4.466    0.598
  5.00  7.0   0.187  -12.836    3.734    0.183    0.340    4.366    0.606
 10.00  7.0  -0.315   -6.554    3.694    0.534    0.375    4.278    0.671
 30.00  7.0  -0.490   -1.875    3.392    1.094    0.516    3.989    1.094
100.00  7.0  -0.509   -0.313    3.235    1.629    0.458    3.772    1.620
  0.01  8.0   1.936  -99.999  -99.999  -99.999    0.262  -99.999    0.553
  0.10  8.0   1.936  -99.999  -99.999  -99.999    0.262  -99.999    0.553
  0.20  8.0   1.935  -99.999  -99.999  -99.999    0.263    5.640    0.554
  0.40  8.0   1.934  -99.999    3.870   -0.980    0.266    5.227    0.554
  0.70  8.0   1.931  -72.909    3.817   -0.732    0.271    4.953    0.556
  1.00  8.0   1.926  -52.803    3.784   -0.573    0.274    4.806    0.557
  1.50  8.0   1.913  -37.067    3.758   -0.390    0.275    4.661    0.559
  2.00  8.0   1.895  -28.821    3.747   -0.259    0.275    4.572    0.561
  3.00  8.0   1.844  -20.122    3.745   -0.068    0.275    4.466    0.565
  5.00  8.0   1.681  -12.832    3.753    0.182    0.274    4.368    0.578
 10.00  8.0   0.982   -6.536    3.702    0.535    0.342    4.284    0.646
 30.00  8.0  -0.302   -1.870    3.393    1.094    0.511    3.990    1.092
100.00  8.0  -0.492   -0.312    3.235    1.629    0.458    3.772    1.620
  0.01  9.0   4.669  -99.999  -99.999  -99.999   -0.264  -99.999    0.354
  0.10  9.0   4.669  -99.999  -99.999  -99.999   -0.264  -99.999    0.354
  0.20  9.0   4.669  -99.999    4.036   -1.285   -0.263  -99.999    0.354
  0.40  9.0   4.669  -99.999    4.002   -0.980   -0.258    5.227    0.356
  0.70  9.0   4.667  -72.909    3.939   -0.730   -0.248    4.953    0.359
  1.00  9.0   4.665  -52.803    3.900   -0.571   -0.241    4.806    0.363
  1.50  9.0   4.659  -37.067    3.867   -0.388   -0.233    4.661    0.368
  2.00  9.0   4.650  -28.821    3.852   -0.257   -0.227    4.572    0.373
  3.00  9.0   4.627  -20.122    3.843   -0.068   -0.213    4.466    0.385
  5.00  9.0   4.551  -12.832    3.842    0.177   -0.172    4.368    0.427
 10.00  9.0   4.197   -6.530    3.763    0.531    0.053    4.287    0.565
 30.00  9.0   1.461   -1.834    3.398    1.096    0.460    3.996    1.063
100.00  9.0  -0.324   -0.310    3.236    1.629    0.455    3.772    1.620
  0.01 10.0  10.607  -99.999    3.929    0.285  -99.999  -99.999  -99.999
  0.10 10.0  10.607  -99.999    3.929    0.285  -99.999  -99.999  -99.999
  0.20 10.0  10.607  -99.999    3.929    0.285  -70.474  -99.999   -1.288
  0.40 10.0  10.607  -99.999    3.931    0.286  -37.003  -99.999   -0.984
  0.70 10.0  10.606  -72.909    3.944    0.286  -22.345    4.953   -0.729
  1.00 10.0  10.605  -52.803    3.963    0.288  -16.312    4.806   -0.568
  1.50 10.0  10.602  -37.067    3.990    0.293  -11.453    4.661   -0.393
  2.00 10.0  10.598  -28.821    4.010    0.300   -8.912    4.572   -0.272
  3.00 10.0  10.587  -20.122    4.029    0.323   -6.214    4.466   -0.103
  5.00 10.0  10.552  -12.832    4.012    0.388   -3.823    4.368    0.103
 10.00 10.0  10.387   -6.530    3.871    0.577   -1.753    4.287    0.360
 30.00 10.0   8.652   -1.793    3.450    1.109   -0.078    4.003    0.911
100.00 10.0   1.351   -0.283    3.236    1.630    0.427    3.773    1.619
  0.01 11.0  23.423  -99.999    3.584    1.046  -99.999  -99.999  -99.999
  0.10 11.0  23.423  -99.999    3.584    1.046  -99.999  -99.999  -99.999
  0.20 11.0  23.423  -99.999    3.584    1.046  -99.999  -99.999  -99.999
  0.40 11.0  23.423  -99.999    3.583    1.046  -99.999  -99.999  -99.999
  0.70 11.0  23.422  -72.909    3.587    1.045  -99.999  -99.999  -99.999
  1.00 11.0  23.422  -52.803    3.594    1.044  -80.727  -99.999   -0.594
  1.50 11.0  23.420  -37.067    3.607    1.043  -54.360    4.661   -0.422
  2.00 11.0  23.419  -28.821    3.617    1.043  -41.069    4.572   -0.300
  3.00 11.0  23.413  -20.122    3.630    1.042  -27.626    4.466   -0.132
  5.00 11.0  23.397  -12.832    3.638    1.045  -16.648    4.368    0.075
 10.00 11.0  23.321   -6.530    3.620    1.062   -8.150    4.287    0.332
 30.00 11.0  22.504   -1.790    3.493    1.224   -2.177    4.003    0.842
100.00 11.0  14.011   -0.169    3.244    1.643    0.105    3.778    1.616
     end
 neg. daughter Mn57 z=25 n=32 a=57 Q=  5.6010
 pos. daughter Cr57 z=24 n=33 a=57 Q= -5.6010
                      +++ Mn57 --> Cr57 +++      --- Cr57 --> Mn57 ---
   t9   lrho    uf    lbeta+    lfte-     lnu    lbeta-    lfte+   lnubar
  0.01  1.0  -0.003  -99.999  -99.999  -99.999   -1.446  -99.999    0.395
  0.10  1.0  -0.058  -99.999  -99.999  -99.999   -1.446    6.837    0.395
  0.20  1.0  -0.134  -99.999  -99.999  -99.999   -1.446    6.307    0.395
  0.40  1.0  -0.306  -90.298    4.515   -0.974   -1.446    5.878    0.395
  0.70  1.0  -0.503  -54.349    4.563   -0.723   -1.441    5.587    0.394
  1.00  1.0  -0.511  -39.622    4.581   -0.561   -1.434    5.420    0.392
  1.50  1.0  -0.511  -27.698    4.574   -0.371   -1.423    5.242    0.389
  2.00  1.0  -0.511  -21.613    4.546   -0.232   -1.413    5.125    0.388
  3.00  1.0  -0.511  -15.389    4.475   -0.028   -1.380    4.977    0.403
  5.00  1.0  -0.511  -10.059    4.324    0.239   -1.135    4.812    0.504
 10.00  1.0  -0.511   -5.240    3.956    0.590   -0.460    4.534    0.637
 30.00  1.0  -0.511   -1.255    3.315    1.107    0.097    4.048    1.094
100.00  1.0  -0.511    0.144    3.098    1.629    0.207    3.827    1.616
  0.01  2.0  -0.001  -99.999  -99.999  -99.999   -1.446  -99.999    0.395
  0.10  2.0  -0.038  -99.999  -99.999  -99.999   -1.446    6.837    0.395
  0.20  2.0  -0.095  -99.999  -99.999  -99.999   -1.446    6.307    0.395
  0.40  2.0  -0.227  -90.298    4.515   -0.974   -1.446    5.878    0.395
  0.70  2.0  -0.446  -54.349    4.563   -0.723   -1.441    5.587    0.394
  1.00  2.0  -0.506  -39.622    4.581   -0.561   -1.434    5.420    0.392
  1.50  2.0  -0.511  -27.698    4.574   -0.371   -1.423    5.242    0.389
  2.00  2.0  -0.511  -21.613    4.546   -0.232   -1.413    5.125    0.388
  3.00  2.0  -0.511  -15.389    4.475   -0.028   -1.380    4.977    0.403
  5.00  2.0  -0.511  -10.059    4.324    0.239   -1.135    4.812    0.504
 10.00  2.0  -0.511   -5.240    3.956    0.590   -0.460    4.534    0.637
 30.00  2.0  -0.511   -1.255    3.315    1.107    0.097    4.048    1.094
100.00  2.0  -0.511    0.144    3.098    1.629    0.207    3.827    1.616
  0.01  3.0   0.002  -99.999  -99.999  -99.999   -1.446  -99.999    0.395
  0.10  3.0  -0.018  -99.999  -99.999  -99.999   -1.446    6.837    0.395
  0.20  3.0  -0.055  -99.999  -99.999  -99.999   -1.446    6.307    0.395
  0.40  3.0  -0.147  -90.298    4.515   -0.974   -1.446    5.878    0.395
  0.70  3.0  -0.314  -54.349    4.563   -0.723   -1.441    5.587    0.394
  1.00  3.0  -0.465  -39.622    4.581   -0.561   -1.434    5.420    0.392
  1.50  3.0  -0.506  -27.698    4.574   -0.371   -1.423    5.242    0.389
  2.00  3.0  -0.510  -21.613    4.546   -0.232   -1.413    5.125    0.388
  3.00  3.0  -0.511  -15.389    4.475   -0.028   -1.380    4.977    0.403
  5.00  3.0  -0.511  -10.059    4.324    0.239   -1.135    4.812    0.504
 10.00  3.0  -0.511   -5.240    3.956    0.590   -0.460    4.534    0.637
 30.00  3.0  -0.511   -1.255    3.315    1.107    0.097    4.048    1.094
100.00  3.0  -0.511    0.144    3.098    1.629    0.207    3.827    1.616
  0.01  4.0   0.012  -99.999  -99.999  -99.999   -1.447  -99.999    0.395
  0.10  4.0   0.005  -99.999  -99.999  -99.999   -1.446    6.837    0.395
  0.20  4.0  -0.013  -99.999  -99.999  -99.999   -1.446    6.307    0.395
  0.40  4.0  -0.067  -90.298    4.515   -0.974   -1.446    5.878    0.395
  0.70  4.0  -0.174  -54.349    4.563   -0.723   -1.441    5.587    0.394
  1.00  4.0  -0.302  -39.622    4.581   -0.561   -1.434    5.420    0.392
  1.50  4.0  -0.464  -27.698    4.574   -0.371   -1.423    5.242    0.389
  2.00  4.0  -0.497  -21.613    4.546   -0.232   -1.413    5.125    0.388
  3.00  4.0  -0.507  -15.389    4.475   -0.028   -1.380    4.977    0.403
  5.00  4.0  -0.510  -10.059    4.324    0.239   -1.135    4.812    0.504
 10.00  4.0  -0.511   -5.240    3.956    0.590   -0.460    4.534    0.637
 30.00  4.0  -0.511   -1.255    3.315    1.107    0.097    4.048    1.094
100.00  4.0  -0.511    0.144    3.098    1.629    0.207    3.827    1.616
  0.01  5.0   0.053  -99.999  -99.999  -99.999   -1.448  -99.999    0.394
  0.10  5.0   0.052  -99.999  -99.999  -99.999   -1.448    6.837    0.394
  0.20  5.0   0.047  -99.999  -99.999  -99.999   -1.448    6.307    0.394
  0.40  5.0   0.026  -90.298    4.515   -0.974   -1.447    5.878    0.394
  0.70  5.0  -0.026  -54.349    4.563   -0.723   -1.442    5.587    0.393
  1.00  5.0  -0.098  -39.622    4.581   -0.561   -1.434    5.420    0.391
  1.50  5.0  -0.246  -27.697    4.574   -0.371   -1.424    5.243    0.388
  2.00  5.0  -0.383  -21.612    4.546   -0.232   -1.414    5.127    0.388
  3.00  5.0  -0.476  -15.387    4.475   -0.028   -1.380    4.978    0.402
  5.00  5.0  -0.502  -10.058    4.324    0.239   -1.135    4.812    0.504
 10.00  5.0  -0.509   -5.240    3.957    0.590   -0.460    4.534    0.637
 30.00  5.0  -0.511   -1.255    3.315    1.107    0.097    4.048    1.094
100.00  5.0  -0.511    0.144    3.098    1.629    0.207    3.827    1.616
  0.01  6.0   0.215  -99.999  -99.999  -99.999   -1.455  -99.999    0.392
  0.10  6.0   0.214  -99.999  -99.999  -99.999   -1.455    6.837    0.392
  0.20  6.0   0.213  -99.999  -99.999  -99.999   -1.455    6.307    0.392
  0.40  6.0   0.207  -90.298    4.517   -0.974   -1.454    5.878    0.392
  0.70  6.0   0.189  -54.349    4.564   -0.723   -1.448    5.587    0.391
  1.00  6.0   0.161  -39.622    4.582   -0.561   -1.441    5.420    0.389
  1.50  6.0   0.093  -27.697    4.575   -0.371   -1.430    5.243    0.386
  2.00  6.0   0.001  -21.611    4.548   -0.232   -1.419    5.128    0.386
  3.00  6.0  -0.212  -15.382    4.476   -0.028   -1.383    4.982    0.401
  5.00  6.0  -0.420  -10.055    4.324    0.239   -1.136    4.814    0.503
 10.00  6.0  -0.491   -5.239    3.957    0.590   -0.461    4.534    0.636
 30.00  6.0  -0.509   -1.255    3.315    1.107    0.097    4.048    1.094
100.00  6.0  -0.511    0.144    3.098    1.629    0.207    3.827    1.616
  0.01  7.0   0.712  -99.999  -99.999  -99.999   -1.497  -99.999    0.378
  0.10  7.0   0.711  -99.999  -99.999  -99.999   -1.497    6.837    0.378
  0.20  7.0   0.711  -99.999  -99.999  -99.999   -1.497    6.307    0.378
  0.40  7.0   0.708  -90.298    4.564   -0.975   -1.496    5.878    0.378
  0.70  7.0   0.701  -54.349    4.604   -0.718   -1.491    5.587    0.377
  1.00  7.0   0.689  -39.622    4.612   -0.554   -1.484    5.420    0.375
  1.50  7.0   0.662  -27.697    4.594   -0.367   -1.472    5.243    0.372
  2.00  7.0   0.622  -21.611    4.563   -0.230   -1.460    5.128    0.372
  3.00  7.0   0.510  -15.379    4.488   -0.028   -1.418    4.985    0.390
  5.00  7.0   0.187  -10.041    4.331    0.240   -1.151    4.821    0.496
 10.00  7.0  -0.315   -5.234    3.958    0.591   -0.464    4.536    0.630
 30.00  7.0  -0.490   -1.255    3.315    1.107    0.096    4.048    1.094
100.00  7.0  -0.509    0.144    3.098    1.629    0.207    3.827    1.616
  0.01  8.0   1.936  -99.999  -99.999  -99.999   -1.741  -99.999    0.298
  0.10  8.0   1.936  -99.999  -99.999  -99.999   -1.741  -99.999    0.298
  0.20  8.0   1.935  -99.999    4.632   -1.283   -1.741    6.307    0.299
  0.40  8.0   1.934  -90.298    4.669   -0.979   -1.740    5.878    0.299
  0.70  8.0   1.931  -54.349    4.719   -0.726   -1.736    5.587    0.297
  1.00  8.0   1.926  -39.622    4.730   -0.558   -1.730    5.420    0.295
  1.50  8.0   1.913  -27.697    4.705   -0.366   -1.720    5.243    0.293
  2.00  8.0   1.895  -21.611    4.667   -0.228   -1.707    5.128    0.297
  3.00  8.0   1.844  -15.379    4.579   -0.024   -1.642    4.985    0.331
  5.00  8.0   1.681  -10.037    4.396    0.243   -1.279    4.823    0.468
 10.00  8.0   0.982   -5.215    3.975    0.593   -0.505    4.544    0.597
 30.00  8.0  -0.302   -1.250    3.315    1.107    0.091    4.049    1.092
100.00  8.0  -0.492    0.144    3.098    1.629    0.207    3.827    1.616
  0.01  9.0   4.669  -99.999  -99.999  -99.999   -4.036  -99.999   -0.505
  0.10  9.0   4.669  -99.999    4.886   -1.586   -4.034  -99.999   -0.503
  0.20  9.0   4.669  -99.999    4.891   -1.284   -4.029  -99.999   -0.498
  0.40  9.0   4.669  -90.298    4.935   -0.980   -4.010    5.878   -0.478
  0.70  9.0   4.667  -54.349    5.003   -0.730   -3.965    5.587   -0.432
  1.00  9.0   4.665  -39.622    5.036   -0.565   -3.905    5.420   -0.373
  1.50  9.0   4.659  -27.697    5.045   -0.371   -3.767    5.243   -0.260
  2.00  9.0   4.650  -21.611    5.025   -0.230   -3.575    5.128   -0.130
  3.00  9.0   4.627  -15.379    4.947   -0.024   -3.024    4.985    0.124
  5.00  9.0   4.551  -10.036    4.691    0.244   -1.992    4.823    0.333
 10.00  9.0   4.197   -5.209    4.087    0.588   -0.864    4.546    0.496
 30.00  9.0   1.461   -1.219    3.320    1.109    0.030    4.054    1.071
100.00  9.0  -0.324    0.147    3.098    1.629    0.204    3.827    1.616
  0.01 10.0  10.607  -99.999    4.104    0.436  -99.999  -99.999  -99.999
  0.10 10.0  10.607  -99.999    4.104    0.436  -99.999  -99.999  -99.999
  0.20 10.0  10.607  -99.999    4.103    0.436  -99.999  -99.999  -99.999
  0.40 10.0  10.607  -90.298    4.102    0.433  -73.591  -99.999   -0.988
  0.70 10.0  10.606  -54.349    4.100    0.429  -42.995    5.587   -0.745
  1.00 10.0  10.605  -39.622    4.098    0.428  -30.572    5.420   -0.591
  1.50 10.0  10.602  -27.697    4.094    0.429  -20.754    5.243   -0.419
  2.00 10.0  10.598  -21.611    4.088    0.432  -15.751    5.128   -0.297
  3.00 10.0  10.587  -15.379    4.073    0.444  -10.635    4.985   -0.130
  5.00 10.0  10.552  -10.036    4.028    0.484   -6.401    4.823    0.074
 10.00 10.0  10.387   -5.209    3.877    0.633   -3.051    4.546    0.324
 30.00 10.0   8.652   -1.185    3.350    1.124   -0.582    4.059    0.964
