       c12(p,g)n13      n13( ,e+)c13       c13(p,g)n14       n14(p,g)o15      o15( ,e+)n15       n15(p,a)c12       n13(p,g)o14      o14( ,e+)n14              temp
     4.18864418461605E+03     1.15911325678315E-03     5.12621548965397E+04     3.93891092476568E+02     5.68155679600207E-03     6.37693899161896E+07     2.89902088535756E+06     9.81797882599657E-03     3.95000000000000E+09
     4.18800177029122E+03     1.15911325678315E-03     5.13316227372257E+04     3.94541155153359E+02     5.68155679600207E-03     6.40646875036785E+07     2.94581490841900E+06     9.81797882599657E-03     3.96000000000000E+09
     4.18733128830729E+03     1.15911325678315E-03     5.14008456107951E+04     3.95190208186400E+02     5.68155679600207E-03     6.43602651524982E+07     2.99318981199172E+06     9.81797882599657E-03     3.97000000000000E+09
     4.18663307052777E+03     1.15911325678315E-03     5.14698201642966E+04     3.95838253215125E+02     5.68155679600207E-03     6.46561193605211E+07     3.04114985304710E+06     9.81797882599657E-03     3.98000000000000E+09
     4.18590744558803E+03     1.15911325678315E-03     5.15385430663498E+04     3.96485291871968E+02     5.68155679600207E-03     6.49522466336386E+07     3.08969927369760E+06     9.81797882599657E-03     3.99000000000000E+09
     4.18515473892162E+03     1.15911325678315E-03     5.16070110096047E+04     3.97131325782611E+02     5.68155679600207E-03     6.52486434856089E+07     3.13884230034794E+06     9.81797882599657E-03     4.00000000000000E+09
     4.18437527278661E+03     1.15911325678315E-03     5.16752207130985E+04     3.97776356566231E+02     5.68155679600207E-03     6.55453064379294E+07     3.18858314283991E+06     9.81797882599657E-03     4.01000000000000E+09
     4.18356936629198E+03     1.15911325678315E-03     5.17431689245127E+04     3.98420385835731E+02     5.68155679600207E-03     6.58422320197177E+07     3.23892599359043E+06     9.81797882599657E-03     4.02000000000000E+09
     4.18273733542386E+03     1.15911325678315E-03     5.18108524223290E+04     3.99063415197968E+02     5.68155679600207E-03     6.61394167676136E+07     3.28987502672337E+06     9.81797882599657E-03     4.03000000000000E+09
     4.18187949307189E+03     1.15911325678315E-03     5.18782680178881E+04     3.99705446253981E+02     5.68155679600207E-03     6.64368572256965E+07     3.34143439719502E+06     9.81797882599657E-03     4.04000000000000E+09
     4.18099614905545E+03     1.15911325678315E-03     5.19454125573509E+04     4.00346480599198E+02     5.68155679600207E-03     6.67345499454136E+07     3.39360823991346E+06     9.81797882599657E-03     4.05000000000000E+09
     4.18008761014993E+03     1.15911325678315E-03     5.20122829235654E+04     4.00986519823649E+02     5.68155679600207E-03     6.70324914855276E+07     3.44640066885185E+06     9.81797882599657E-03     4.06000000000000E+09
     4.17915418011279E+03     1.15911325678315E-03     5.20788760378378E+04     4.01625565512167E+02     5.68155679600207E-03     6.73306784120739E+07     3.49981577615602E+06     9.81797882599657E-03     4.07000000000000E+09
     4.17819615970971E+03     1.15911325678315E-03     5.21451888616135E+04     4.02263619244581E+02     5.68155679600207E-03     6.76291072983331E+07     3.55385763124620E+06     9.81797882599657E-03     4.08000000000000E+09
     4.17721384674063E+03     1.15911325678315E-03     5.22112183980667E+04     4.02900682595911E+02     5.68155679600207E-03     6.79277747248172E+07     3.60853027991318E+06     9.81797882599657E-03     4.09000000000000E+09
     4.17620753606558E+03     1.15911325678315E-03     5.22769616935999E+04     4.03536757136546E+02     5.68155679600207E-03     6.82266772792657E+07     3.66383774340914E+06     9.81797882599657E-03     4.10000000000000E+09
     4.17517751963060E+03     1.15911325678315E-03     5.23424158392574E+04     4.04171844432424E+02     5.68155679600207E-03     6.85258115566547E+07     3.71978401753316E+06     9.81797882599657E-03     4.11000000000000E+09
     4.17412408649347E+03     1.15911325678315E-03     5.24075779720537E+04     4.04805946045204E+02     5.68155679600207E-03     6.88251741592167E+07     3.77637307171146E+06     9.81797882599657E-03     4.12000000000000E+09
     4.17304752284927E+03     1.15911325678315E-03     5.24724452762170E+04     4.05439063532436E+02     5.68155679600207E-03     6.91247616964741E+07     3.83360884807291E+06     9.81797882599657E-03     4.13000000000000E+09
     4.17194811205602E+03     1.15911325678315E-03     5.25370149843510E+04     4.06071198447715E+02     5.68155679600207E-03     6.94245707852761E+07     3.89149526051952E+06     9.81797882599657E-03     4.14000000000000E+09
     4.17082613465998E+03     1.15911325678315E-03     5.26012843785169E+04     4.06702352340844E+02     5.68155679600207E-03     6.97245980498552E+07     3.95003619379250E+06     9.81797882599657E-03     4.15000000000000E+09
     4.16968186842099E+03     1.15911325678315E-03     5.26652507912374E+04     4.07332526757982E+02     5.68155679600207E-03     7.00248401218822E+07     4.00923550253347E+06     9.81797882599657E-03     4.16000000000000E+09
     4.16851558833759E+03     1.15911325678315E-03     5.27289116064231E+04     4.07961723241792E+02     5.68155679600207E-03     7.03252936405408E+07     4.06909701034175E+06     9.81797882599657E-03     4.17000000000000E+09
     4.16732756667210E+03     1.15911325678315E-03     5.27922642602258E+04     4.08589943331580E+02     5.68155679600207E-03     7.06259552526024E+07     4.12962450882729E+06     9.81797882599657E-03     4.18000000000000E+09
     4.16611807297547E+03     1.15911325678315E-03     5.28553062418180E+04     4.09217188563433E+02     5.68155679600207E-03     7.09268216125132E+07     4.19082175665951E+06     9.81797882599657E-03     4.19000000000000E+09
     4.16488737411197E+03     1.15911325678315E-03     5.29180350941022E+04     4.09843460470352E+02     5.68155679600207E-03     7.12278893824882E+07     4.25269247861265E+06     9.81797882599657E-03     4.20000000000000E+09
     4.16363573428391E+03     1.15911325678315E-03     5.29804484143506E+04     4.10468760582378E+02     5.68155679600207E-03     7.15291552326130E+07     4.31524036460710E+06     9.81797882599657E-03     4.21000000000000E+09
     4.16236341505600E+03     1.15911325678315E-03     5.30425438547789E+04     4.11093090426716E+02     5.68155679600207E-03     7.18306158409501E+07     4.37846906874767E+06     9.81797882599657E-03     4.22000000000000E+09
     4.16107067537973E+03     1.15911325678315E-03     5.31043191230542E+04     4.11716451527856E+02     5.68155679600207E-03     7.21322678936552E+07     4.44238220835823E+06     9.81797882599657E-03     4.23000000000000E+09
     4.15975777161743E+03     1.15911325678315E-03     5.31657719827394E+04     4.12338845407685E+02     5.68155679600207E-03     7.24341080850973E+07     4.50698336301355E+06     9.81797882599657E-03     4.24000000000000E+09
     4.15842495756635E+03     1.15911325678315E-03     5.32269002536779E+04     4.12960273585600E+02     5.68155679600207E-03     7.27361331179860E+07     4.57227607356798E+06     9.81797882599657E-03     4.25000000000000E+09
     4.15707248448244E+03     1.15911325678315E-03     5.32877018123166E+04     4.13580737578615E+02     5.68155679600207E-03     7.30383397035014E+07     4.63826384118172E+06     9.81797882599657E-03     4.26000000000000E+09
     4.15570060110407E+03     1.15911325678315E-03     5.33481745919732E+04     4.14200238901465E+02     5.68155679600207E-03     7.33407245614341E+07     4.70495012634426E+06     9.81797882599657E-03     4.27000000000000E+09
     4.15430955367549E+03     1.15911325678315E-03     5.34083165830466E+04     4.14818779066702E+02     5.68155679600207E-03     7.36432844203252E+07     4.77233834789578E+06     9.81797882599657E-03     4.28000000000000E+09
     4.15289958597022E+03     1.15911325678315E-03     5.34681258331749E+04     4.15436359584799E+02     5.68155679600207E-03     7.39460160176143E+07     4.84043188204611E+06     9.81797882599657E-03     4.29000000000000E+09
     4.15147093931422E+03     1.15911325678315E-03     5.35276004473400E+04     4.16052981964234E+02     5.68155679600207E-03     7.42489160997880E+07     4.90923406139214E+06     9.81797882599657E-03     4.30000000000000E+09
     4.15002385260888E+03     1.15911325678315E-03     5.35867385879228E+04     4.16668647711585E+02     5.68155679600207E-03     7.45519814225366E+07     4.97874817393311E+06     9.81797882599657E-03     4.31000000000000E+09
     4.14855856235392E+03     1.15911325678315E-03     5.36455384747103E+04     4.17283358331613E+02     5.68155679600207E-03     7.48552087509106E+07     5.04897746208469E+06     9.81797882599657E-03     4.32000000000000E+09
     4.14707530266999E+03     1.15911325678315E-03     5.37039983848556E+04     4.17897115327347E+02     5.68155679600207E-03     7.51585948594826E+07     5.11992512169153E+06     9.81797882599657E-03     4.33000000000000E+09
     4.14557430532123E+03     1.15911325678315E-03     5.37621166527933E+04     4.18509920200163E+02     5.68155679600207E-03     7.54621365325136E+07     5.19159430103887E+06     9.81797882599657E-03     4.34000000000000E+09
     4.14405579973760E+03     1.15911325678315E-03     5.38198916701127E+04     4.19121774449859E+02     5.68155679600207E-03     7.57658305641165E+07     5.26398809986302E+06     9.81797882599657E-03     4.35000000000000E+09
     4.14252001303697E+03     1.15911325678315E-03     5.38773218853883E+04     4.19732679574732E+02     5.68155679600207E-03     7.60696737584284E+07     5.33710956836144E+06     9.81797882599657E-03     4.36000000000000E+09
     4.14096717004722E+03     1.15911325678315E-03     5.39344058039728E+04     4.20342637071642E+02     5.68155679600207E-03     7.63736629297825E+07     5.41096170620209E+06     9.81797882599657E-03     4.37000000000000E+09
     4.13939749332791E+03     1.15911325678315E-03     5.39911419877497E+04     4.20951648436090E+02     5.68155679600207E-03     7.66777949028821E+07     5.48554746153263E+06     9.81797882599657E-03     4.38000000000000E+09
     4.13781120319212E+03     1.15911325678315E-03     5.40475290548524E+04     4.21559715162276E+02     5.68155679600207E-03     7.69820665129751E+07     5.56086972998962E+06     9.81797882599657E-03     4.39000000000000E+09
     4.13620851772765E+03     1.15911325678315E-03     5.41035656793464E+04     4.22166838743162E+02     5.68155679600207E-03     7.72864746060352E+07     5.63693135370780E+06     9.81797882599657E-03     4.40000000000000E+09
     4.13458965281854E+03     1.15911325678315E-03     5.41592505908801E+04     4.22773020670535E+02     5.68155679600207E-03     7.75910160389345E+07     5.71373512032979E+06     9.81797882599657E-03     4.41000000000000E+09
     4.13295482216607E+03     1.15911325678315E-03     5.42145825743040E+04     4.23378262435063E+02     5.68155679600207E-03     7.78956876796327E+07     5.79128376201648E+06     9.81797882599657E-03     4.42000000000000E+09
     4.13130423730973E+03     1.15911325678315E-03     5.42695604692592E+04     4.23982565526349E+02     5.68155679600207E-03     7.82004864073481E+07     5.86957995445814E+06     9.81797882599657E-03     4.43000000000000E+09
     4.12963810764796E+03     1.15911325678315E-03     5.43241831697386E+04     4.24585931432986E+02     5.68155679600207E-03     7.85054091127487E+07     5.94862631588685E+06     9.81797882599657E-03     4.44000000000000E+09
     4.12795664045882E+03     1.15911325678315E-03     5.43784496236211E+04     4.25188361642607E+02     5.68155679600207E-03     7.88104526981293E+07     6.02842540608979E+06     9.81797882599657E-03     4.45000000000000E+09
     4.12626004092026E+03     1.15911325678315E-03     5.44323588321795E+04     4.25789857641929E+02     5.68155679600207E-03     7.91156140775965E+07     6.10897972542456E+06     9.81797882599657E-03     4.46000000000000E+09
     4.12454851213056E+03     1.15911325678315E-03     5.44859098495662E+04     4.26390420916806E+02     5.68155679600207E-03     7.94208901772533E+07     6.19029171383592E+06     9.81797882599657E-03     4.47000000000000E+09
     4.12282225512822E+03     1.15911325678315E-03     5.45391017822744E+04     4.26990052952268E+02     5.68155679600207E-03     7.97262779353803E+07     6.27236374987479E+06     9.81797882599657E-03     4.48000000000000E+09
     4.12108146891201E+03     1.15911325678315E-03     5.45919337885799E+04     4.27588755232564E+02     5.68155679600207E-03     8.00317743026204E+07     6.35519814971902E+06     9.81797882599657E-03     4.49000000000000E+09
     4.11932635046055E+03     1.15911325678315E-03     5.46444050779616E+04     4.28186529241201E+02     5.68155679600207E-03     8.03373762421651E+07     6.43879716619723E+06     9.81797882599657E-03     4.50000000000000E+09
     4.11755709475202E+03     1.15911325678315E-03     5.46965149105046E+04     4.28783376460985E+02     5.68155679600207E-03     8.06430807299333E+07     6.52316298781484E+06     9.81797882599657E-03     4.51000000000000E+09
     4.11577389478340E+03     1.15911325678315E-03     5.47482625962854E+04     4.29379298374053E+02     5.68155679600207E-03     8.09488847547580E+07     6.60829773778350E+06     9.81797882599657E-03     4.52000000000000E+09
     4.11397694158982E+03     1.15911325678315E-03     5.47996474947407E+04     4.29974296461909E+02     5.68155679600207E-03     8.12547853185657E+07     6.69420347305316E+06     9.81797882599657E-03     4.53000000000000E+09
     4.11216642426349E+03     1.15911325678315E-03     5.48506690140222E+04     4.30568372205459E+02     5.68155679600207E-03     8.15607794365616E+07     6.78088218334799E+06     9.81797882599657E-03     4.54000000000000E+09
     4.11034252997264E+03     1.15911325678315E-03     5.49013266103370E+04     4.31161527085035E+02     5.68155679600207E-03     8.18668641374076E+07     6.86833579020579E+06     9.81797882599657E-03     4.55000000000000E+09
