# AME Table file name: mass16.txt
N                   Z                   Ebind(MeV)/Nucleon
114                 81                  7.89072800000000019e+00
113                 82                  7.86390800000000034e+00
112                 83                  7.83075699999999930e+00
111                 84                  7.79100500000000018e+00
110                 85                  7.74809100000000051e+00
109                 86                  7.70038299999999953e+00
122                 74                  7.87199999999999989e+00
121                 75                  7.88699999999999957e+00
120                 76                  7.91222899999999996e+00
119                 77                  7.91414799999999996e+00
118                 78                  7.92652900000000038e+00
117                 79                  7.91485499999999931e+00
116                 80                  7.91436899999999977e+00
115                 81                  7.88828899999999944e+00
114                 82                  7.87333700000000025e+00
113                 83                  7.83189999999999920e+00
112                 84                  7.80476599999999987e+00
111                 85                  7.75200699999999987e+00
110                 86                  7.71798699999999993e+00
123                 74                  7.85400000000000009e+00
122                 75                  7.87800000000000011e+00
121                 76                  7.89799999999999969e+00
120                 77                  7.90899899999999967e+00
119                 78                  7.91597099999999987e+00
118                 79                  7.91565400000000086e+00
117                 80                  7.90864000000000011e+00
116                 81                  7.89350799999999975e+00
115                 82                  7.87128199999999989e+00
114                 83                  7.84163399999999999e+00
113                 84                  7.80553499999999989e+00
112                 85                  7.76601699999999973e+00
111                 86                  7.72211800000000004e+00
110                 87                  7.67376300000000011e+00
123                 75                  7.86200000000000010e+00
122                 76                  7.89100000000000001e+00
121                 77                  7.89700000000000024e+00
120                 78                  7.91414999999999935e+00
119                 79                  7.90856699999999968e+00
118                 80                  7.91155199999999947e+00
117                 81                  7.89029999999999987e+00
116                 82                  7.87896899999999967e+00
115                 83                  7.84118899999999996e+00
114                 84                  7.81756099999999954e+00
113                 85                  7.76937299999999986e+00
112                 86                  7.73772400000000005e+00
111                 87                  7.67920499999999961e+00
124                 75                  7.85099999999999998e+00
123                 76                  7.87500000000000000e+00
122                 77                  7.89120600000000039e+00
121                 78                  7.90230000000000032e+00
120                 79                  7.90693700000000010e+00
119                 80                  7.90527900000000017e+00
118                 81                  7.89387700000000070e+00
117                 82                  7.87573599999999985e+00
116                 83                  7.84952200000000033e+00
115                 84                  7.81750499999999970e+00
114                 85                  7.78148800000000040e+00
113                 86                  7.74075299999999977e+00
112                 87                  7.69525900000000007e+00
124                 76                  7.86800000000000033e+00
123                 77                  7.87800000000000011e+00
122                 78                  7.89919800000000016e+00
121                 79                  7.89849099999999993e+00
120                 80                  7.90589500000000012e+00
119                 81                  7.88970300000000080e+00
118                 82                  7.88181000000000065e+00
117                 83                  7.84849700000000006e+00
116                 84                  7.82743999999999929e+00
115                 85                  7.78375899999999987e+00
114                 86                  7.75493200000000016e+00
113                 87                  7.70033399999999979e+00
125                 76                  7.85099999999999998e+00
124                 77                  7.87100000000000044e+00
123                 78                  7.88583299999999987e+00
122                 79                  7.89517500000000005e+00
121                 80                  7.89756000000000036e+00
120                 81                  7.89127099999999970e+00
119                 82                  7.87787700000000068e+00
118                 83                  7.85480800000000023e+00
117                 84                  7.82656099999999988e+00
116                 85                  7.79415300000000055e+00
115                 86                  7.75684199999999979e+00
114                 87                  7.71483600000000003e+00
113                 88                  7.66941000000000006e+00
126                 76                  7.84199999999999964e+00
125                 77                  7.85599999999999987e+00
124                 78                  7.88156000000000034e+00
123                 79                  7.88590899999999984e+00
122                 80                  7.89685000000000059e+00
121                 81                  7.88621899999999965e+00
120                 82                  7.88214999999999932e+00
119                 83                  7.85253900000000016e+00
118                 84                  7.83480500000000024e+00
117                 85                  7.79454100000000061e+00
116                 86                  7.76930100000000046e+00
115                 87                  7.71903799999999940e+00
114                 88                  7.68556799999999996e+00
127                 76                  7.81599999999999984e+00
126                 77                  7.84700000000000042e+00
125                 78                  7.86699999999999999e+00
124                 79                  7.88086399999999987e+00
123                 80                  7.88748200000000033e+00
122                 81                  7.88605299999999954e+00
121                 82                  7.87739700000000020e+00
120                 83                  7.85747499999999999e+00
119                 84                  7.83286300000000058e+00
118                 85                  7.80364799999999992e+00
117                 86                  7.77019299999999991e+00
116                 87                  7.73170799999999936e+00
115                 88                  7.68950299999999931e+00
127                 77                  7.82399999999999984e+00
126                 78                  7.86000000000000032e+00
125                 79                  7.87000000000000011e+00
124                 80                  7.88554500000000047e+00
123                 81                  7.88002300000000044e+00
122                 82                  7.87993200000000016e+00
121                 83                  7.85421499999999995e+00
120                 84                  7.83908299999999958e+00
119                 85                  7.80355199999999982e+00
118                 86                  7.78057399999999966e+00
117                 87                  7.73469199999999990e+00
116                 88                  7.70414400000000033e+00
128                 77                  7.80700000000000038e+00
127                 78                  7.83699999999999974e+00
126                 79                  7.86099999999999977e+00
125                 80                  7.87473199999999984e+00
124                 81                  7.87839400000000012e+00
123                 82                  7.87433099999999975e+00
122                 83                  7.85731599999999997e+00
121                 84                  7.83621600000000029e+00
120                 85                  7.81020700000000012e+00
119                 86                  7.78072199999999992e+00
118                 87                  7.74568600000000007e+00
117                 88                  7.70699799999999957e+00
116                 89                  7.66285099999999986e+00
128                 78                  7.82200000000000006e+00
127                 79                  7.83999999999999986e+00
126                 80                  7.86917199999999983e+00
125                 81                  7.87172099999999997e+00
124                 82                  7.87536199999999997e+00
123                 83                  7.85332399999999975e+00
122                 84                  7.84059699999999982e+00
121                 85                  7.80884299999999953e+00
120                 86                  7.78904100000000010e+00
119                 87                  7.74693999999999949e+00
118                 88                  7.71980199999999961e+00
117                 89                  7.66787900000000011e+00
129                 78                  7.79800000000000004e+00
128                 79                  7.82500000000000018e+00
127                 80                  7.84860999999999986e+00
126                 81                  7.86679699999999915e+00
125                 82                  7.86986600000000003e+00
124                 83                  7.85450500000000051e+00
123                 84                  7.83667299999999933e+00
122                 85                  7.81396400000000035e+00
121                 86                  7.78799799999999998e+00
120                 87                  7.75624599999999997e+00
119                 88                  7.72160199999999985e+00
118                 89                  7.68109900000000057e+00
130                 78                  7.78300000000000036e+00
129                 79                  7.80400000000000027e+00
128                 80                  7.83419099999999968e+00
127                 81                  7.84718300000000024e+00
126                 82                  7.86745300000000025e+00
125                 83                  7.84985300000000041e+00
124                 84                  7.83935799999999983e+00
123                 85                  7.81156000000000006e+00
122                 86                  7.79426799999999975e+00
121                 87                  7.75690300000000033e+00
120                 88                  7.73201699999999992e+00
119                 89                  7.68486499999999939e+00
118                 90                  7.65259199999999939e+00
130                 79                  7.78800000000000026e+00
129                 80                  7.81299999999999972e+00
128                 81                  7.83339699999999972e+00
127                 82                  7.84864799999999985e+00
126                 83                  7.84798699999999982e+00
125                 84                  7.83518800000000049e+00
124                 85                  7.81477700000000031e+00
123                 86                  7.79217500000000030e+00
122                 87                  7.76368800000000014e+00
121                 88                  7.73301700000000025e+00
120                 89                  7.69585000000000008e+00
119                 90                  7.65599999999999969e+00
131                 79                  7.76600000000000001e+00
130                 80                  7.79900000000000038e+00
129                 81                  7.81358799999999931e+00
128                 82                  7.83596499999999985e+00
127                 83                  7.83254200000000012e+00
126                 84                  7.83434599999999914e+00
125                 85                  7.81166299999999936e+00
124                 86                  7.79666499999999996e+00
123                 87                  7.76307499999999973e+00
122                 88                  7.74136800000000047e+00
121                 89                  7.69789600000000007e+00
120                 90                  7.66907600000000045e+00
131                 80                  7.77799999999999958e+00
130                 81                  7.79979099999999992e+00
129                 82                  7.81700699999999937e+00
128                 83                  7.81977400000000067e+00
127                 84                  7.81878399999999996e+00
126                 85                  7.81135400000000057e+00
125                 86                  7.79394100000000023e+00
124                 87                  7.76835999999999949e+00
123                 88                  7.74108700000000027e+00
122                 89                  7.70718900000000051e+00
121                 90                  7.67168999999999990e+00
120                 91                  7.62899999999999956e+00
132                 80                  7.76299999999999990e+00
131                 81                  7.78000000000000025e+00
130                 82                  7.80431900000000045e+00
129                 83                  7.80331300000000017e+00
128                 84                  7.81024300000000071e+00
127                 85                  7.79834000000000049e+00
126                 86                  7.79479699999999998e+00
125                 87                  7.76684500000000000e+00
124                 88                  7.74750799999999984e+00
123                 89                  7.70855200000000007e+00
122                 90                  7.68206200000000017e+00
121                 91                  7.63364300000000018e+00
133                 80                  7.74099999999999966e+00
132                 81                  7.76543000000000028e+00
131                 82                  7.78517199999999931e+00
130                 83                  7.79102099999999975e+00
129                 84                  7.79402400000000029e+00
128                 85                  7.79000299999999957e+00
127                 86                  7.78218199999999971e+00
126                 87                  7.76844700000000010e+00
125                 88                  7.74647199999999980e+00
124                 89                  7.71552599999999966e+00
123                 90                  7.68384599999999995e+00
122                 91                  7.64476200000000006e+00
134                 80                  7.72700000000000031e+00
133                 81                  7.74500000000000011e+00
132                 82                  7.77239400000000025e+00
131                 83                  7.77349499999999960e+00
130                 84                  7.78511600000000037e+00
129                 85                  7.77636600000000033e+00
128                 86                  7.77710200000000018e+00
127                 87                  7.75774000000000008e+00
126                 88                  7.74917100000000048e+00
125                 89                  7.71583700000000050e+00
124                 90                  7.69231700000000007e+00
123                 91                  7.64758300000000002e+00
135                 80                  7.70500000000000007e+00
134                 81                  7.73000000000000043e+00
133                 82                  7.75273699999999977e+00
132                 83                  7.76171699999999998e+00
131                 84                  7.76817600000000041e+00
130                 85                  7.76785800000000037e+00
129                 86                  7.76381399999999999e+00
128                 87                  7.75326000000000004e+00
127                 88                  7.73931599999999964e+00
126                 89                  7.71941299999999941e+00
125                 90                  7.69302499999999956e+00
124                 91                  7.65709599999999924e+00
123                 92                  7.62062399999999940e+00
136                 80                  7.69000000000000039e+00
135                 81                  7.70999999999999996e+00
134                 82                  7.74000000000000021e+00
133                 83                  7.74349899999999991e+00
132                 84                  7.75881900000000080e+00
131                 85                  7.75300200000000039e+00
130                 86                  7.75865700000000036e+00
129                 87                  7.74245099999999997e+00
128                 88                  7.73734699999999975e+00
127                 89                  7.71125600000000055e+00
126                 90                  7.69766200000000023e+00
125                 91                  7.65931400000000018e+00
124                 92                  7.63130699999999962e+00
136                 81                  7.69500000000000028e+00
135                 82                  7.71900000000000031e+00
134                 83                  7.73184800000000028e+00
133                 84                  7.74135999999999935e+00
132                 85                  7.74461599999999972e+00
131                 86                  7.74440300000000015e+00
130                 87                  7.73777500000000007e+00
129                 88                  7.72691100000000031e+00
128                 89                  7.71033800000000014e+00
127                 90                  7.69059399999999993e+00
126                 91                  7.66457999999999995e+00
125                 92                  7.63400000000000034e+00
137                 81                  7.67400000000000038e+00
136                 82                  7.70600000000000041e+00
135                 83                  7.71282699999999988e+00
134                 84                  7.73152799999999996e+00
133                 85                  7.72912599999999994e+00
132                 86                  7.73875200000000074e+00
131                 87                  7.72671500000000044e+00
130                 88                  7.72499799999999937e+00
129                 89                  7.70217699999999983e+00
128                 90                  7.69160199999999961e+00
127                 91                  7.65903600000000040e+00
126                 92                  7.64071899999999982e+00
137                 82                  7.68599999999999994e+00
136                 83                  7.70000000000000018e+00
135                 84                  7.71333299999999955e+00
134                 85                  7.72019599999999961e+00
133                 86                  7.72377700000000011e+00
132                 87                  7.72117100000000001e+00
131                 88                  7.71405299999999983e+00
130                 89                  7.70054899999999964e+00
129                 90                  7.68372500000000080e+00
128                 91                  7.66157399999999988e+00
127                 92                  7.63632899999999992e+00
126                 93                  7.60458299999999987e+00
138                 82                  7.67199999999999971e+00
137                 83                  7.68200000000000038e+00
136                 84                  7.70322400000000052e+00
135                 85                  7.70370300000000086e+00
134                 86                  7.71725399999999961e+00
133                 87                  7.70974200000000032e+00
132                 88                  7.71169599999999988e+00
131                 89                  7.69235099999999949e+00
130                 90                  7.68458899999999989e+00
129                 91                  7.65599999999999969e+00
128                 92                  7.63999999999999968e+00
127                 93                  7.60299999999999976e+00
138                 83                  7.66800000000000015e+00
137                 84                  7.68448099999999990e+00
136                 85                  7.69447500000000062e+00
135                 86                  7.70139300000000038e+00
134                 87                  7.70325600000000055e+00
133                 88                  7.70113499999999984e+00
132                 89                  7.69053899999999935e+00
131                 90                  7.67606099999999980e+00
130                 91                  7.65697399999999995e+00
129                 92                  7.63468400000000003e+00
128                 93                  7.60700000000000021e+00
139                 83                  7.64900000000000002e+00
138                 84                  7.67400500000000019e+00
137                 85                  7.67738699999999952e+00
136                 86                  7.69449700000000014e+00
135                 87                  7.69094700000000042e+00
134                 88                  7.69669199999999964e+00
133                 89                  7.68280199999999969e+00
132                 90                  7.67665800000000065e+00
131                 91                  7.65099999999999980e+00
130                 92                  7.63776399999999978e+00
129                 93                  7.60400000000000009e+00
140                 83                  7.63600000000000012e+00
139                 84                  7.65500000000000025e+00
138                 85                  7.66805500000000073e+00
137                 86                  7.67817099999999986e+00
136                 87                  7.68366399999999938e+00
135                 88                  7.68530900000000017e+00
134                 89                  7.67914299999999983e+00
133                 90                  7.66863999999999990e+00
132                 91                  7.65197099999999963e+00
131                 92                  7.63269400000000076e+00
130                 93                  7.60799999999999965e+00
141                 83                  7.61699999999999999e+00
140                 84                  7.64400000000000013e+00
139                 85                  7.65073500000000006e+00
138                 86                  7.67075100000000010e+00
137                 87                  7.67036700000000060e+00
136                 88                  7.67992199999999947e+00
135                 89                  7.67014300000000038e+00
134                 90                  7.66772399999999976e+00
133                 91                  7.64696100000000012e+00
132                 92                  7.63516499999999976e+00
131                 93                  7.60400000000000009e+00
141                 84                  7.62600000000000033e+00
140                 85                  7.64100000000000001e+00
139                 86                  7.65435700000000008e+00
138                 87                  7.66293999999999986e+00
137                 88                  7.66758600000000001e+00
136                 89                  7.66568999999999967e+00
135                 90                  7.65922199999999975e+00
134                 91                  7.64672000000000018e+00
133                 92                  7.62973600000000030e+00
132                 93                  7.60755699999999990e+00
142                 84                  7.61399999999999988e+00
141                 85                  7.62399999999999967e+00
140                 86                  7.64640999999999948e+00
139                 87                  7.64837599999999984e+00
138                 88                  7.66196200000000083e+00
137                 89                  7.65566200000000041e+00
136                 90                  7.65711899999999979e+00
135                 91                  7.64110999999999940e+00
134                 92                  7.63191600000000037e+00
133                 93                  7.60400000000000009e+00
143                 84                  7.59600000000000009e+00
142                 85                  7.61300000000000043e+00
141                 86                  7.63004999999999978e+00
140                 87                  7.64071500000000015e+00
139                 88                  7.64830300000000030e+00
138                 89                  7.65070700000000059e+00
137                 90                  7.64745799999999942e+00
136                 91                  7.63948999999999945e+00
135                 92                  7.62628899999999987e+00
134                 93                  7.60735099999999953e+00
133                 94                  7.58499999999999996e+00
143                 85                  7.59700000000000042e+00
142                 86                  7.62164500000000000e+00
141                 87                  7.62636800000000026e+00
140                 88                  7.64242799999999978e+00
139                 89                  7.63919600000000010e+00
138                 90                  7.64508000000000010e+00
137                 91                  7.63220700000000019e+00
136                 92                  7.62746600000000008e+00
135                 93                  7.60485300000000031e+00
134                 94                  7.59049300000000038e+00
144                 85                  7.58499999999999996e+00
143                 86                  7.60562200000000033e+00
142                 87                  7.61833700000000036e+00
141                 88                  7.62848499999999952e+00
140                 89                  7.63324399999999947e+00
139                 90                  7.63464999999999971e+00
138                 91                  7.62987400000000004e+00
137                 92                  7.62072099999999963e+00
136                 93                  7.60608600000000035e+00
135                 94                  7.58687999999999985e+00
134                 95                  7.56270199999999981e+00
144                 86                  7.59600000000000009e+00
143                 87                  7.60370399999999957e+00
142                 88                  7.62191399999999941e+00
141                 89                  7.62145999999999990e+00
140                 90                  7.63099599999999967e+00
139                 91                  7.62189500000000031e+00
138                 92                  7.62092199999999931e+00
137                 93                  7.60177600000000009e+00
136                 94                  7.59099099999999982e+00
135                 95                  7.56200000000000028e+00
145                 86                  7.57899999999999974e+00
144                 87                  7.59450000000000003e+00
143                 88                  7.60784100000000052e+00
142                 89                  7.61507600000000018e+00
141                 90                  7.62011800000000061e+00
140                 91                  7.61842600000000036e+00
139                 92                  7.61338699999999946e+00
138                 93                  7.60212799999999955e+00
137                 94                  7.58711999999999964e+00
136                 95                  7.56599999999999984e+00
135                 96                  7.54199999999999982e+00
145                 87                  7.57934699999999939e+00
144                 88                  7.60000900000000001e+00
143                 89                  7.60242400000000007e+00
142                 90                  7.61503300000000038e+00
141                 91                  7.60950600000000055e+00
140                 92                  7.61189699999999991e+00
139                 93                  7.59700000000000042e+00
138                 94                  7.58897400000000033e+00
137                 95                  7.56400000000000006e+00
136                 96                  7.54800000000000004e+00
146                 87                  7.56923899999999961e+00
145                 88                  7.58556400000000064e+00
144                 89                  7.59519300000000008e+00
143                 90                  7.60289299999999990e+00
142                 91                  7.60486600000000035e+00
141                 92                  7.60395600000000016e+00
140                 93                  7.59618099999999963e+00
139                 94                  7.58379600000000043e+00
138                 95                  7.56700000000000017e+00
137                 96                  7.54599799999999998e+00
136                 97                  7.51900000000000013e+00
146                 88                  7.57654300000000003e+00
145                 89                  7.58212900000000012e+00
144                 90                  7.59685499999999969e+00
143                 91                  7.59468299999999985e+00
142                 92                  7.60071500000000011e+00
141                 93                  7.58963699999999974e+00
140                 94                  7.58460499999999982e+00
139                 95                  7.56400000000000006e+00
138                 96                  7.55067699999999942e+00
137                 97                  7.51900000000000013e+00
147                 88                  7.56099999999999994e+00
146                 89                  7.57350399999999979e+00
145                 90                  7.58438500000000015e+00
144                 91                  7.58841299999999919e+00
143                 92                  7.59091399999999972e+00
142                 93                  7.58705599999999958e+00
141                 94                  7.57887899999999970e+00
140                 95                  7.56515400000000060e+00
139                 96                  7.54699999999999971e+00
138                 97                  7.52400000000000002e+00
147                 89                  7.55924200000000024e+00
146                 90                  7.57696799999999993e+00
145                 91                  7.57755699999999965e+00
144                 92                  7.58648400000000045e+00
143                 93                  7.57921400000000034e+00
142                 94                  7.57791799999999949e+00
141                 95                  7.56099999999999994e+00
140                 96                  7.55029899999999987e+00
139                 97                  7.52299999999999969e+00
148                 89                  7.54999999999999982e+00
147                 90                  7.56344300000000036e+00
146                 91                  7.57038399999999978e+00
145                 92                  7.57610199999999967e+00
144                 93                  7.57498899999999953e+00
143                 94                  7.57075899999999979e+00
142                 95                  7.56099999999999994e+00
141                 96                  7.54662399999999955e+00
140                 97                  7.52700000000000014e+00
139                 98                  7.50334699999999977e+00
148                 90                  7.55499999999999972e+00
147                 91                  7.55834399999999995e+00
146                 92                  7.57012499999999999e+00
145                 93                  7.56622099999999964e+00
144                 94                  7.56835999999999931e+00
143                 95                  7.55558399999999963e+00
142                 96                  7.54799600000000037e+00
141                 97                  7.52500000000000036e+00
140                 98                  7.50900000000000034e+00
149                 90                  7.54100000000000037e+00
148                 91                  7.54999999999999982e+00
147                 92                  7.55856100000000009e+00
146                 93                  7.56056699999999982e+00
145                 94                  7.56031800000000054e+00
144                 95                  7.55368800000000018e+00
143                 96                  7.54306499999999946e+00
142                 97                  7.52700000000000014e+00
141                 98                  7.50699999999999967e+00
140                 99                  7.48099999999999987e+00
149                 91                  7.53800000000000026e+00
148                 92                  7.55177000000000032e+00
147                 93                  7.55017300000000002e+00
146                 94                  7.55604200000000059e+00
145                 95                  7.54701299999999975e+00
144                 96                  7.54286100000000026e+00
143                 97                  7.52299999999999969e+00
142                 98                  7.51022999999999996e+00
141                 99                  7.48099999999999987e+00
150                 91                  7.52799999999999958e+00
149                 92                  7.53899999999999970e+00
148                 93                  7.54427000000000003e+00
147                 94                  7.54643900000000034e+00
146                 95                  7.54327799999999993e+00
145                 96                  7.53684799999999999e+00
144                 97                  7.52400000000000002e+00
143                 98                  7.50699999999999967e+00
142                 99                  7.48500000000000032e+00
141                 100                 7.45999999999999996e+00
150                 92                  7.53200000000000003e+00
149                 93                  7.53340299999999985e+00
148                 94                  7.54132699999999989e+00
147                 95                  7.53499099999999977e+00
146                 96                  7.53450299999999995e+00
145                 97                  7.51900000000000013e+00
144                 98                  7.50909799999999983e+00
143                 99                  7.48299999999999965e+00
142                 100                 7.46499999999999986e+00
151                 92                  7.51799999999999979e+00
150                 93                  7.52500000000000036e+00
149                 94                  7.53100799999999992e+00
148                 95                  7.53017299999999956e+00
147                 96                  7.52692500000000031e+00
146                 97                  7.51750100000000021e+00
145                 98                  7.50499999999999989e+00
144                 99                  7.48599999999999977e+00
143                 100                 7.46400000000000041e+00
151                 93                  7.51400000000000023e+00
150                 94                  7.52481499999999937e+00
149                 95                  7.52130800000000033e+00
148                 96                  7.52395200000000042e+00
147                 97                  7.51147500000000079e+00
146                 98                  7.50513600000000025e+00
145                 99                  7.48299999999999965e+00
144                 100                 7.46799999999999997e+00
152                 93                  7.50499999999999989e+00
151                 94                  7.51328100000000010e+00
150                 95                  7.51530300000000029e+00
149                 96                  7.51576699999999942e+00
148                 97                  7.50927000000000078e+00
147                 98                  7.49966299999999997e+00
146                 99                  7.48399999999999999e+00
145                 100                 7.46600000000000019e+00
144                 101                 7.44200000000000017e+00
152                 94                  7.50653900000000007e+00
151                 95                  7.50499999999999989e+00
150                 96                  7.51147099999999934e+00
149                 97                  7.50280300000000011e+00
148                 98                  7.49912099999999970e+00
147                 99                  7.48000000000000043e+00
146                 100                 7.46797000000000022e+00
145                 101                 7.44099999999999984e+00
153                 94                  7.49399999999999977e+00
152                 95                  7.49899999999999967e+00
151                 96                  7.50193099999999991e+00
150                 97                  7.49893999999999927e+00
149                 98                  7.49328500000000020e+00
148                 99                  7.48010000000000019e+00
147                 100                 7.46400000000000041e+00
146                 101                 7.44399999999999995e+00
153                 95                  7.48700000000000010e+00
152                 96                  7.49672800000000006e+00
151                 97                  7.49099999999999966e+00
150                 98                  7.49104299999999945e+00
149                 99                  7.47599999999999998e+00
148                 100                 7.46594400000000036e+00
147                 101                 7.44200000000000017e+00
146                 102                 7.42400000000000038e+00
154                 95                  7.47900000000000009e+00
153                 96                  7.48554999999999993e+00
152                 97                  7.48604000000000003e+00
151                 98                  7.48339400000000055e+00
150                 99                  7.47400000000000020e+00
149                 100                 7.46186399999999939e+00
148                 101                 7.44399999999999995e+00
147                 102                 7.42199999999999971e+00
154                 96                  7.47893800000000031e+00
153                 97                  7.47596699999999981e+00
152                 98                  7.47995600000000049e+00
151                 99                  7.46900000000000031e+00
150                 100                 7.46208999999999989e+00
149                 101                 7.44099999999999984e+00
148                 102                 7.42600000000000016e+00
155                 96                  7.46672199999999986e+00
154                 97                  7.46926299999999976e+00
153                 98                  7.47050000000000036e+00
152                 99                  7.46588100000000043e+00
151                 100                 7.45702000000000087e+00
150                 101                 7.44189999999999952e+00
149                 102                 7.42300000000000004e+00
148                 103                 7.40099999999999980e+00
156                 96                  7.45999999999999996e+00
155                 97                  7.45899999999999963e+00
154                 98                  7.46534699999999951e+00
153                 99                  7.45724199999999993e+00
152                 100                 7.45603799999999950e+00
151                 101                 7.43799999999999972e+00
150                 102                 7.42579799999999945e+00
149                 103                 7.39900000000000002e+00
156                 97                  7.45099999999999962e+00
155                 98                  7.45482900000000015e+00
154                 99                  7.45288699999999960e+00
153                 100                 7.44847000000000037e+00
152                 101                 7.43799999999999972e+00
151                 102                 7.42247099999999982e+00
150                 103                 7.40299999999999958e+00
149                 104                 7.37999999999999989e+00
157                 97                  7.44000000000000039e+00
156                 98                  7.44922500000000021e+00
155                 99                  7.44358900000000023e+00
154                 100                 7.44479200000000052e+00
153                 101                 7.43200000000000038e+00
152                 102                 7.42358999999999991e+00
151                 103                 7.40000000000000036e+00
150                 104                 7.38400000000000034e+00
157                 98                  7.43799999999999972e+00
156                 99                  7.43782099999999957e+00
155                 100                 7.43588800000000028e+00
154                 101                 7.42872900000000058e+00
153                 102                 7.41795799999999961e+00
152                 103                 7.40257599999999982e+00
151                 104                 7.38199999999999967e+00
150                 105                 7.35899999999999999e+00
158                 98                  7.43200000000000038e+00
157                 99                  7.42799999999999994e+00
156                 100                 7.43177999999999983e+00
155                 101                 7.42100000000000026e+00
154                 102                 7.41654600000000030e+00
153                 103                 7.39815999999999985e+00
152                 104                 7.38543400000000005e+00
151                 105                 7.35799999999999965e+00
158                 99                  7.42199999999999971e+00
157                 100                 7.42219400000000018e+00
156                 101                 7.41758200000000034e+00
155                 102                 7.40965700000000016e+00
154                 103                 7.39700000000000024e+00
153                 104                 7.38170400000000004e+00
152                 105                 7.36200000000000010e+00
159                 99                  7.41199999999999992e+00
158                 100                 7.41800000000000015e+00
157                 101                 7.40967500000000001e+00
156                 102                 7.40700000000000003e+00
155                 103                 7.39200000000000035e+00
154                 104                 7.38253799999999938e+00
153                 105                 7.35799999999999965e+00
152                 106                 7.34199999999999964e+00
159                 100                 7.40700000000000003e+00
158                 101                 7.40500000000000025e+00
157                 102                 7.39997400000000027e+00
156                 103                 7.38999999999999968e+00
155                 104                 7.37699999999999978e+00
154                 105                 7.36036200000000029e+00
153                 106                 7.33999999999999986e+00
160                 100                 7.40200000000000014e+00
159                 101                 7.39599999999999991e+00
158                 102                 7.39700000000000024e+00
157                 103                 7.38300000000000001e+00
156                 104                 7.37699999999999978e+00
155                 105                 7.35700000000000021e+00
154                 106                 7.34256200000000003e+00
153                 107                 7.31299999999999972e+00
160                 101                 7.39100000000000001e+00
159                 102                 7.38799999999999990e+00
158                 103                 7.38100000000000023e+00
157                 104                 7.37138399999999994e+00
156                 105                 7.35700000000000021e+00
155                 106                 7.33977000000000057e+00
154                 107                 7.31700000000000017e+00
161                 101                 7.38199999999999967e+00
160                 102                 7.38499999999999979e+00
159                 103                 7.37399999999999967e+00
158                 104                 7.37000000000000011e+00
157                 105                 7.35200000000000031e+00
156                 106                 7.34118500000000029e+00
155                 107                 7.31500000000000039e+00
161                 102                 7.37600000000000033e+00
160                 103                 7.37100000000000044e+00
159                 104                 7.36399999999999988e+00
158                 105                 7.35200000000000031e+00
157                 106                 7.33699999999999974e+00
