 neg. daughter mg21 z=12 n= 9 a=21 Q= 10.9120
  0.10  4.0  0.005 -99.999 -99.999  -99.999  -0.760 -57.163   -0.296
  0.20  4.0 -0.013 -99.999 -99.999  -99.999  -0.760 -30.208   -0.296
  0.40  4.0 -0.067 -99.999 -77.847  -78.823  -0.760 -16.220   -0.296
  0.70  4.0 -0.174 -65.124 -46.809  -47.536  -0.760  -9.810   -0.296
  1.00  4.0 -0.302 -45.998 -34.317  -34.883  -0.759  -7.023   -0.295
  1.50  4.0 -0.464 -31.138 -24.261  -24.642  -0.758  -4.905   -0.292
  2.00  4.0 -0.497 -23.725 -18.800  -19.046  -0.757  -4.082   -0.290
  3.00  4.0 -0.507 -16.335 -13.085  -13.136  -0.759  -3.216   -0.289
  5.00  4.0 -0.510 -10.466  -8.202   -7.998  -0.781  -2.296   -0.288
 10.00  4.0 -0.511  -6.138  -3.968   -3.390  -0.790  -1.098    0.033
 30.00  4.0 -0.511  -0.688   0.277    1.441   1.373   1.266    2.723
100.00  4.0 -0.511   1.299   4.241    5.879   2.861   4.669    6.347
  0.01  5.0  0.053 -99.999 -99.999  -99.999  -0.761 -99.999   -0.297
  0.10  5.0  0.052 -99.999 -99.999  -99.999  -0.761 -59.507   -0.297
  0.20  5.0  0.047 -99.999 -99.999  -99.999  -0.761 -31.715   -0.297
  0.40  5.0  0.026 -99.999 -76.678  -77.655  -0.760 -17.388   -0.297
  0.70  5.0 -0.026 -65.124 -45.742  -46.470  -0.760 -10.876   -0.296
  1.00  5.0 -0.098 -45.998 -33.286  -33.852  -0.760  -8.055   -0.295
  1.50  5.0 -0.246 -31.138 -23.528  -23.908  -0.758  -5.638   -0.293
  2.00  5.0 -0.383 -23.724 -18.512  -18.757  -0.757  -4.368   -0.291
  3.00  5.0 -0.476 -16.334 -13.031  -13.083  -0.759  -3.268   -0.289
  5.00  5.0 -0.502 -10.466  -8.194   -7.990  -0.781  -2.304   -0.289
 10.00  5.0 -0.509  -6.137  -3.967   -3.389  -0.791  -1.099    0.032
 30.00  5.0 -0.511  -0.688   0.277    1.441   1.373   1.266    2.723
100.00  5.0 -0.511   1.299   4.241    5.879   2.861   4.669    6.347
  0.01  6.0  0.215 -99.999 -99.999  -99.999  -0.763 -99.999   -0.301
  0.10  6.0  0.214 -99.999 -99.999  -99.999  -0.763 -67.697   -0.301
  0.20  6.0  0.213 -99.999 -99.999  -99.999  -0.763 -35.900   -0.301
  0.40  6.0  0.206 -99.999 -74.409  -75.385  -0.763 -19.661   -0.301
  0.70  6.0  0.189 -65.124 -44.196  -44.923  -0.763 -12.426   -0.301
  1.00  6.0  0.161 -45.998 -31.983  -32.549  -0.762  -9.358   -0.300
  1.50  6.0  0.093 -31.138 -22.391  -22.771  -0.761  -6.776   -0.297
  2.00  6.0  0.001 -23.724 -17.545  -17.791  -0.759  -5.333   -0.294
  3.00  6.0 -0.212 -16.331 -12.589  -12.641  -0.761  -3.704   -0.293
  5.00  6.0 -0.420 -10.462  -8.111   -7.908  -0.782  -2.384   -0.294
 10.00  6.0 -0.491  -6.136  -3.958   -3.380  -0.791  -1.108    0.028
 30.00  6.0 -0.509  -0.688   0.277    1.442   1.373   1.266    2.722
100.00  6.0 -0.511   1.299   4.241    5.879   2.861   4.669    6.347
  0.01  7.0  0.711 -99.999 -99.999  -99.999  -0.804 -99.999   -0.359
  0.10  7.0  0.711 -99.999 -99.999  -99.999  -0.804 -92.755   -0.359
  0.20  7.0  0.711 -99.999 -99.999  -99.999  -0.784 -48.442   -0.334
  0.40  7.0  0.708 -99.999 -68.078  -69.058  -0.784 -25.984   -0.334
  0.70  7.0  0.701 -65.124 -40.506  -41.237  -0.784 -16.109   -0.334
  1.00  7.0  0.689 -45.998 -29.322  -29.890  -0.783 -12.021   -0.332
  1.50  7.0  0.662 -31.138 -20.480  -20.862  -0.781  -8.687   -0.329
  2.00  7.0  0.622 -23.724 -15.982  -16.228  -0.779  -6.899   -0.325
  3.00  7.0  0.510 -16.330 -11.379  -11.430  -0.779  -4.915   -0.322
  5.00  7.0  0.187 -10.448  -7.502   -7.299  -0.795  -2.984   -0.328
 10.00  7.0 -0.315  -6.125  -3.870   -3.293  -0.795  -1.193   -0.016
 30.00  7.0 -0.490  -0.688   0.281    1.445   1.373   1.263    2.720
100.00  7.0 -0.509   1.299   4.241    5.879   2.861   4.669    6.347
  0.01  8.0  1.936 -99.999 -99.999  -99.999  -0.961 -99.999   -0.595
  0.10  8.0  1.936 -99.999 -99.999  -99.999  -0.961 -99.999   -0.596
  0.20  8.0  1.935 -99.999 -99.999  -99.999  -0.963 -79.296   -0.598
  0.40  8.0  1.934 -99.999 -52.746  -53.726  -0.965 -41.430   -0.601
  0.70  8.0  1.931 -65.124 -31.771  -32.504  -0.964 -24.965   -0.600
  1.00  8.0  1.925 -45.998 -23.211  -23.782  -0.962 -18.251   -0.596
  1.50  8.0  1.913 -31.138 -16.394  -16.769  -0.957 -12.890   -0.588
  2.00  8.0  1.895 -23.724 -12.874  -13.107  -0.952 -10.105   -0.578
  3.00  8.0  1.844 -16.330  -9.201   -9.237  -0.944  -7.155   -0.561
  5.00  8.0  1.681 -10.444  -6.028   -5.817  -0.943  -4.486   -0.540
 10.00  8.0  0.982  -6.081  -3.230   -2.651  -0.873  -1.834   -0.280
 30.00  8.0 -0.302  -0.685   0.311    1.474   1.371   1.232    2.701
100.00  8.0 -0.492   1.299   4.242    5.880   2.860   4.668    6.346
  0.01  9.0  4.671 -99.999 -99.999  -99.999  -2.515 -99.999   -2.710
  0.10  9.0  4.671 -99.999 -58.559  -60.146  -2.530 -99.999   -2.731
  0.20  9.0  4.671 -99.999 -32.062  -33.346  -2.530 -99.999   -2.729
  0.40  9.0  4.671 -99.999 -18.355  -19.336  -2.526 -75.908   -2.717
  0.70  9.0  4.665 -65.124 -12.168  -12.902  -2.502 -44.656   -2.677
  1.00  9.0  4.665 -45.998  -9.490  -10.062  -2.473 -32.060   -2.626
  1.50  9.0  4.660 -31.138  -7.255   -7.638  -2.405 -22.122   -2.512
  2.00  9.0  4.650 -23.724  -6.035   -6.286  -2.328 -17.048   -2.388
  3.00  9.0  4.625 -16.330  -4.674   -4.736  -2.178 -11.827   -2.155
  5.00  9.0  4.551 -10.444  -3.314   -3.114  -1.948  -7.379   -1.788
 10.00  9.0  4.197  -6.068  -1.736   -1.141  -1.380  -3.451   -0.914
 30.00  9.0  1.461  -0.666   0.599    1.753   1.349   0.943    2.539
100.00  9.0 -0.324   1.302   4.251    5.888   2.858   4.660    6.338
  0.01 10.0 10.608 -99.999   0.268    0.833 -99.999 -99.999  -99.999
  0.10 10.0 10.608 -99.999   0.268    0.833 -99.999 -99.999  -99.999
  0.20 10.0 10.608 -99.999   0.268    0.833 -99.999 -99.999  -99.999
  0.40 10.0 10.608 -99.999   0.268    0.834 -67.298 -99.999  -68.291
  0.70 10.0 10.608 -65.124   0.270    0.836 -40.007 -87.444  -40.756
  1.00 10.0 10.603 -45.998   0.272    0.840 -28.849 -61.987  -29.457
  1.50 10.0 10.603 -31.138   0.284    0.858 -20.096 -42.090  -20.520
  2.00 10.0 10.598 -23.724   0.296    0.876 -15.547 -32.037  -15.858
  3.00 10.0 10.588 -16.330   0.320    0.913 -10.890 -21.845  -11.026
  5.00 10.0 10.552 -10.444   0.366    0.984  -6.763 -13.428   -6.703
 10.00 10.0 10.389  -6.067   0.544    1.279  -3.161  -6.571   -2.512
 30.00 10.0  8.651  -0.645   1.711    2.856   1.095  -0.257    2.006
100.00 10.0  1.351   1.326   4.333    5.971   2.835   4.578    6.255
  0.01 11.0 23.419 -99.999   3.169    4.072 -99.999 -99.999  -99.999
  0.10 11.0 23.424 -99.999   3.170    4.073 -99.999 -99.999  -99.999
  0.20 11.0 23.419 -99.999   3.169    4.072 -99.999 -99.999  -99.999
  0.40 11.0 23.419 -99.999   3.169    4.073 -99.999 -99.999  -99.999
  0.70 11.0 23.424 -65.124   3.171    4.074 -99.999 -99.999  -99.999
  1.00 11.0 23.419 -45.998   3.170    4.074 -91.464 -99.999  -92.055
  1.50 11.0 23.419 -31.138   3.172    4.077 -61.131 -85.151  -61.549
  2.00 11.0 23.419 -23.724   3.174    4.081 -45.842 -64.346  -46.137
  3.00 11.0 23.414 -16.330   3.179    4.088 -30.380 -43.393  -30.503
  5.00 11.0 23.399 -10.444   3.191    4.105 -17.773 -26.377  -17.683
 10.00 11.0 23.322  -6.067   3.240    4.168  -7.960 -13.090   -7.594
 30.00 11.0 22.504  -0.643   3.619    4.750  -0.587  -2.584    0.150
100.00 11.0 14.012   1.429   4.943    6.589   2.544   3.948    5.625
       end	   
 neg. daughter f21  z= 9 n=12 a=21 Q= -0.0470
 pos. daughter o21  z= 8 n=13 a=21 Q=  8.1400
              +++++++++f21  -->o21  +++++++++---------o21  -->f21  ----------
    t9  lrho   uf   lbeta+  leps-     lnu    lbeta-   leps+   lnubar
  0.01  1.0 -0.003 -99.999 -99.999  -99.999  -0.316 -99.999    0.291
  0.10  1.0 -0.058 -99.999 -99.999  -99.999  -0.316 -53.939    0.291
  0.20  1.0 -0.134 -99.999 -99.999  -99.999  -0.316 -27.117    0.291
  0.40  1.0 -0.306 -99.999 -99.999  -99.999  -0.316 -13.184    0.291
  0.70  1.0 -0.503 -80.157 -67.338  -68.073  -0.316  -7.439    0.291
  1.00  1.0 -0.511 -56.641 -48.131  -48.707  -0.316  -5.980    0.292
  1.50  1.0 -0.511 -38.347 -32.971  -33.366  -0.310  -4.765    0.299
  2.00  1.0 -0.511 -29.196 -25.261  -25.526  -0.298  -4.070    0.312
  3.00  1.0 -0.511 -20.040 -17.363  -17.441  -0.272  -3.237    0.342
  5.00  1.0 -0.511 -12.738 -10.749  -10.569  -0.235  -2.318    0.389
 10.00  1.0 -0.511  -7.110  -5.237   -4.634  -0.196  -1.058    0.538
 30.00  1.0 -0.511  -1.516  -0.001    1.141   1.715   1.593    3.056
100.00  1.0 -0.511   0.333   3.933    5.560   2.963   4.794    6.480
  0.01  2.0 -0.001 -99.999 -99.999  -99.999  -0.316 -99.999    0.291
  0.10  2.0 -0.038 -99.999 -99.999  -99.999  -0.316 -54.941    0.291
  0.20  2.0 -0.095 -99.999 -99.999  -99.999  -0.316 -28.118    0.291
  0.40  2.0 -0.227 -99.999 -99.999  -99.999  -0.316 -14.184    0.291
  0.70  2.0 -0.446 -80.156 -66.925  -67.660  -0.316  -7.852    0.291
  1.00  2.0 -0.506 -56.641 -48.109  -48.685  -0.316  -6.002    0.292
  1.50  2.0 -0.511 -38.347 -32.969  -33.364  -0.310  -4.766    0.299
  2.00  2.0 -0.511 -29.196 -25.260  -25.525  -0.298  -4.070    0.312
  3.00  2.0 -0.511 -20.040 -17.363  -17.441  -0.272  -3.237    0.342
  5.00  2.0 -0.511 -12.738 -10.749  -10.569  -0.235  -2.318    0.389
 10.00  2.0 -0.511  -7.110  -5.237   -4.634  -0.196  -1.058    0.538
 30.00  2.0 -0.511  -1.516  -0.001    1.141   1.715   1.593    3.056
100.00  2.0 -0.511   0.333   3.933    5.560   2.963   4.794    6.480
  0.01  3.0  0.003 -99.999 -99.999  -99.999  -0.316 -99.999    0.291
  0.10  3.0 -0.018 -99.999 -99.999  -99.999  -0.316 -55.958    0.291
  0.20  3.0 -0.055 -99.999 -99.999  -99.999  -0.316 -29.123    0.291
  0.40  3.0 -0.147 -99.999 -99.999  -99.999  -0.316 -15.187    0.291
  0.70  3.0 -0.314 -80.156 -65.977  -66.711  -0.316  -8.801    0.291
  1.00  3.0 -0.465 -56.641 -47.903  -48.479  -0.316  -6.208    0.292
  1.50  3.0 -0.506 -38.347 -32.955  -33.350  -0.310  -4.781    0.299
  2.00  3.0 -0.510 -29.196 -25.257  -25.522  -0.298  -4.073    0.312
  3.00  3.0 -0.511 -20.040 -17.362  -17.440  -0.272  -3.238    0.342
  5.00  3.0 -0.511 -12.738 -10.749  -10.569  -0.235  -2.318    0.389
 10.00  3.0 -0.511  -7.110  -5.237   -4.634  -0.196  -1.058    0.538
 30.00  3.0 -0.511  -1.516  -0.001    1.141   1.715   1.593    3.056
100.00  3.0 -0.511   0.333   3.933    5.560   2.963   4.794    6.480
  0.01  4.0  0.012 -99.999 -99.999  -99.999  -0.316 -99.999    0.291
  0.10  4.0  0.005 -99.999 -99.999  -99.999  -0.316 -57.115    0.291
  0.20  4.0 -0.013 -99.999 -99.999  -99.999  -0.316 -30.178    0.291
  0.40  4.0 -0.067 -99.999 -99.999  -99.999  -0.316 -16.205    0.291
  0.70  4.0 -0.174 -80.156 -64.970  -65.705  -0.316  -9.807    0.291
  1.00  4.0 -0.302 -56.641 -47.081  -47.657  -0.316  -7.030    0.292
  1.50  4.0 -0.464 -38.347 -32.813  -33.208  -0.310  -4.922    0.299
  2.00  4.0 -0.497 -29.195 -25.226  -25.491  -0.298  -4.104    0.312
  3.00  4.0 -0.507 -20.040 -17.357  -17.435  -0.272  -3.243    0.342
  5.00  4.0 -0.510 -12.738 -10.748  -10.568  -0.235  -2.319    0.389
 10.00  4.0 -0.511  -7.110  -5.237   -4.634  -0.196  -1.058    0.538
 30.00  4.0 -0.511  -1.516  -0.001    1.141   1.715   1.593    3.056
100.00  4.0 -0.511   0.333   3.933    5.560   2.963   4.794    6.480
  0.01  5.0  0.053 -99.999 -99.999  -99.999  -0.317 -99.999    0.291
  0.10  5.0  0.052 -99.999 -99.999  -99.999  -0.317 -59.458    0.291
  0.20  5.0  0.047 -99.999 -99.999  -99.999  -0.317 -31.685    0.291
  0.40  5.0  0.026 -99.999 -99.999  -99.999  -0.317 -17.373    0.291
  0.70  5.0 -0.026 -80.156 -63.904  -64.638  -0.317 -10.874    0.291
  1.00  5.0 -0.098 -56.641 -46.049  -46.626  -0.316  -8.061    0.292
  1.50  5.0 -0.246 -38.347 -32.079  -32.474  -0.310  -5.654    0.299
  2.00  5.0 -0.383 -29.195 -24.937  -25.202  -0.298  -4.390    0.312
  3.00  5.0 -0.476 -20.039 -17.304  -17.381  -0.272  -3.295    0.342
  5.00  5.0 -0.502 -12.738 -10.740  -10.560  -0.235  -2.327    0.388
 10.00  5.0 -0.509  -7.110  -5.236   -4.633  -0.196  -1.059    0.537
 30.00  5.0 -0.511  -1.516  -0.001    1.141   1.715   1.593    3.056
100.00  5.0 -0.511   0.333   3.933    5.560   2.963   4.794    6.480
  0.01  6.0  0.215 -99.999 -99.999  -99.999  -0.318 -99.999    0.289
  0.10  6.0  0.214 -99.999 -99.999  -99.999  -0.318 -67.648    0.289
  0.20  6.0  0.213 -99.999 -99.999  -99.999  -0.318 -35.870    0.289
  0.40  6.0  0.206 -99.999 -99.999  -99.999  -0.318 -19.646    0.289
  0.70  6.0  0.189 -80.156 -62.354  -63.089  -0.318 -12.423    0.289
  1.00  6.0  0.161 -56.641 -44.746  -45.323  -0.317  -9.364    0.290
  1.50  6.0  0.093 -38.347 -30.941  -31.336  -0.311  -6.792    0.297
  2.00  6.0  0.001 -29.194 -23.970  -24.236  -0.299  -5.355    0.311
  3.00  6.0 -0.212 -20.034 -16.861  -16.940  -0.273  -3.731    0.341
  5.00  6.0 -0.420 -12.733 -10.657  -10.478  -0.236  -2.406    0.387
 10.00  6.0 -0.491  -7.109  -5.227   -4.625  -0.197  -1.067    0.535
 30.00  6.0 -0.509  -1.516  -0.001    1.142   1.715   1.593    3.056
100.00  6.0 -0.511   0.333   3.933    5.560   2.963   4.794    6.480
  0.01  7.0  0.711 -99.999 -99.999  -99.999  -0.330 -99.999    0.271
  0.10  7.0  0.711 -99.999 -99.999  -99.999  -0.329 -92.707    0.273
  0.20  7.0  0.711 -99.999 -99.999  -99.999  -0.329 -48.412    0.273
  0.40  7.0  0.708 -99.999 -99.740  -99.999  -0.329 -25.969    0.273
  0.70  7.0  0.701 -80.156 -58.671  -59.406  -0.329 -16.106    0.273
  1.00  7.0  0.689 -56.641 -42.083  -42.660  -0.328 -12.027    0.274
  1.50  7.0  0.662 -38.347 -29.030  -29.425  -0.321  -8.703    0.282
  2.00  7.0  0.622 -29.194 -22.405  -22.670  -0.309  -6.921    0.296
  3.00  7.0  0.510 -20.032 -15.647  -15.726  -0.282  -4.941    0.327
  5.00  7.0  0.187 -12.713 -10.047   -9.871  -0.242  -3.004    0.373
 10.00  7.0 -0.315  -7.100  -5.140   -4.538  -0.199  -1.153    0.516
 30.00  7.0 -0.490  -1.516   0.002    1.145   1.715   1.589    3.054
100.00  7.0 -0.509   0.333   3.933    5.560   2.963   4.794    6.480
  0.01  8.0  1.936 -99.999 -99.999  -99.999  -0.403 -99.999    0.166
  0.10  8.0  1.936 -99.999 -99.999  -99.999  -0.404 -99.999    0.166
  0.20  8.0  1.935 -99.999 -99.999  -99.999  -0.404 -79.266    0.166
  0.40  8.0  1.934 -99.999 -84.295  -85.276  -0.403 -41.415    0.168
  0.70  8.0  1.931 -80.156 -49.816  -50.550  -0.403 -24.962    0.169
  1.00  8.0  1.925 -56.641 -35.858  -36.434  -0.401 -18.257    0.170
  1.50  8.0  1.913 -38.347 -24.832  -25.227  -0.394 -12.906    0.179
  2.00  8.0  1.895 -29.194 -19.198  -19.464  -0.381 -10.127    0.195
  3.00  8.0  1.844 -20.032 -13.408  -13.488  -0.350  -7.181    0.231
  5.00  8.0  1.681 -12.707  -8.548   -8.381  -0.304  -4.505    0.286
 10.00  8.0  0.982  -7.066  -4.503   -3.906  -0.236  -1.793    0.404
 30.00  8.0 -0.302  -1.512   0.033    1.175   1.713   1.559    3.035
100.00  8.0 -0.492   0.333   3.933    5.561   2.963   4.793    6.479
  0.01  9.0  4.671 -99.999 -99.999  -99.999  -0.868 -99.999   -0.472
  0.10  9.0  4.671 -99.999 -99.999  -99.999  -0.860 -99.999   -0.461
  0.20  9.0  4.671 -99.999 -95.098  -96.380  -0.859 -99.999   -0.459
  0.40  9.0  4.671 -99.999 -49.883  -50.860  -0.860 -75.893   -0.460
  0.70  9.0  4.665 -80.156 -30.193  -30.924  -0.859 -44.653   -0.458
  1.00  9.0  4.665 -56.641 -22.122  -22.688  -0.857 -32.067   -0.455
  1.50  9.0  4.660 -38.347 -15.669  -16.054  -0.846 -22.138   -0.441
  2.00  9.0  4.650 -29.194 -12.315  -12.569  -0.827 -17.070   -0.416
  3.00  9.0  4.625 -20.032  -8.782   -8.849  -0.783 -11.852   -0.359
  5.00  9.0  4.551 -12.707  -5.684   -5.514  -0.715  -7.398   -0.266
 10.00  9.0  4.197  -7.055  -2.975   -2.407  -0.555  -3.409   -0.012
 30.00  9.0  1.461  -1.483   0.319    1.461   1.692   1.269    2.875
100.00  9.0 -0.324   0.336   3.942    5.569   2.961   4.785    6.471
  0.01 10.0 10.608 -99.999  -0.702   -0.463 -99.999 -99.999  -99.999
  0.10 10.0 10.608 -99.999  -0.702   -0.462 -99.999 -99.999  -99.999
  0.20 10.0 10.608 -99.999  -0.702   -0.462 -67.416 -99.999  -68.705
  0.40 10.0 10.608 -99.999  -0.701   -0.460 -36.009 -99.999  -36.998
  0.70 10.0 10.608 -80.156  -0.698   -0.455 -22.203 -87.442  -22.955
  1.00 10.0 10.603 -56.641  -0.696   -0.450 -16.381 -61.993  -17.021
  1.50 10.0 10.603 -38.347  -0.684   -0.430 -11.921 -42.106  -12.349
  2.00 10.0 10.598 -29.194  -0.672   -0.407  -9.430 -32.059   -9.774
  3.00 10.0 10.588 -20.032  -0.640   -0.348  -7.003 -21.871   -7.144
  5.00 10.0 10.552 -12.707  -0.572   -0.205  -4.777 -13.448   -4.712
 10.00 10.0 10.389  -7.055  -0.314    0.295  -2.193  -6.529   -1.523
 30.00 10.0  8.651  -1.451   1.415    2.570   1.434   0.069    2.342
100.00 10.0  1.351   0.364   4.024    5.652   2.937   4.703    6.388
  0.01 11.0 23.419 -99.999   2.800    3.660 -99.999 -99.999  -99.999
  0.10 11.0 23.424 -99.999   2.801    3.661 -99.999 -99.999  -99.999
  0.20 11.0 23.419 -99.999   2.800    3.660 -99.999 -99.999  -99.999
  0.40 11.0 23.419 -99.999   2.800    3.660 -99.999 -99.999  -99.999
  0.70 11.0 23.424 -80.156   2.802    3.662 -99.999 -99.999  -99.999
  1.00 11.0 23.419 -56.641   2.801    3.661 -79.046 -99.999  -79.638
  1.50 11.0 23.419 -38.347   2.802    3.663 -52.938 -85.167  -53.356
  2.00 11.0 23.419 -29.194   2.804    3.665 -39.783 -64.368  -40.078
  3.00 11.0 23.414 -20.032   2.806    3.668 -26.481 -43.419  -26.604
  5.00 11.0 23.399 -12.707   2.809    3.669 -15.602 -26.397  -15.513
 10.00 11.0 23.322  -7.055   2.830    3.693  -6.971 -13.048   -6.606
 30.00 11.0 22.504  -1.449   3.288    4.431  -0.254  -2.258    0.483
100.00 11.0 14.012   0.482   4.635    6.273   2.646   4.074    5.758
       end	   
 neg. daughter mg22 z=12 n=10 a=22 Q= -0.3941
 pos. daughter na22 z=11 n=11 a=22 Q= -5.1840
              +++++++++mg22 -->na22 +++++++++---------na22 -->mg22 ----------
    t9  lrho   uf   lbeta+  leps-     lnu    lbeta-   leps+   lnubar
  0.01  1.0 -0.003  -0.708  -5.870   -0.473 -99.999 -99.999  -99.999
  0.10  1.0 -0.058  -0.708  -6.351   -0.473 -99.999 -99.999  -99.999
  0.20  1.0 -0.134  -0.708  -6.470   -0.473 -99.999 -99.999  -99.999
  0.40  1.0 -0.306  -0.708  -6.569   -0.473 -99.999 -62.208  -63.185
  0.70  1.0 -0.503  -0.708  -5.988   -0.473 -72.648 -35.833  -36.561
  1.00  1.0 -0.511  -0.708  -4.697   -0.472 -50.789 -26.053  -26.621
  1.50  1.0 -0.511  -0.708  -3.538   -0.471 -33.790 -18.306  -18.688
  2.00  1.0 -0.511  -0.709  -2.873   -0.467 -25.296 -14.313  -14.561
  3.00  1.0 -0.511  -0.717  -2.079   -0.436 -16.812 -10.156  -10.213
  5.00  1.0 -0.511  -0.755  -1.223   -0.217 -10.021  -6.554   -6.364
 10.00  1.0 -0.511  -0.673  -0.137    0.756  -4.907  -3.332   -2.787
 30.00  1.0 -0.511   1.674   2.171    3.486  -1.429   0.571    1.650
100.00  1.0 -0.511   2.623   5.181    6.874  -0.199   4.230    5.834
  0.01  2.0 -0.001  -0.708  -4.890   -0.472 -99.999 -99.999  -99.999
  0.10  2.0 -0.038  -0.708  -5.352   -0.472 -99.999 -99.999  -99.999
  0.20  2.0 -0.095  -0.708  -5.471   -0.472 -99.999 -99.999  -99.999
  0.40  2.0 -0.227  -0.708  -5.569   -0.472 -99.999 -63.208  -64.185
  0.70  2.0 -0.446  -0.708  -5.576   -0.472 -72.648 -36.246  -36.974
  1.00  2.0 -0.506  -0.708  -4.675   -0.472 -50.789 -26.075  -26.642
  1.50  2.0 -0.511  -0.708  -3.537   -0.471 -33.790 -18.308  -18.690
  2.00  2.0 -0.511  -0.709  -2.873   -0.467 -25.296 -14.313  -14.562
  3.00  2.0 -0.511  -0.717  -2.079   -0.436 -16.812 -10.156  -10.213
  5.00  2.0 -0.511  -0.755  -1.223   -0.217 -10.021  -6.554   -6.364
 10.00  2.0 -0.511  -0.673  -0.137    0.756  -4.907  -3.332   -2.787
 30.00  2.0 -0.511   1.674   2.171    3.486  -1.429   0.571    1.650
100.00  2.0 -0.511   2.623   5.181    6.874  -0.199   4.230    5.834
  0.01  3.0  0.003  -0.708  -3.989   -0.472 -99.999 -99.999  -99.999
  0.10  3.0 -0.018  -0.708  -4.356   -0.472 -99.999 -99.999  -99.999
  0.20  3.0 -0.055  -0.708  -4.472   -0.472 -99.999 -99.999  -99.999
  0.40  3.0 -0.147  -0.708  -4.569   -0.472 -99.999 -64.211  -65.188
  0.70  3.0 -0.314  -0.708  -4.628   -0.472 -72.648 -37.194  -37.922
  1.00  3.0 -0.465  -0.708  -4.470   -0.472 -50.789 -26.281  -26.848
  1.50  3.0 -0.506  -0.708  -3.522   -0.471 -33.790 -18.322  -18.704
  2.00  3.0 -0.510  -0.709  -2.870   -0.466 -25.296 -14.316  -14.565
  3.00  3.0 -0.511  -0.717  -2.078   -0.435 -16.812 -10.156  -10.213
  5.00  3.0 -0.511  -0.755  -1.223   -0.217 -10.021  -6.554   -6.364
 10.00  3.0 -0.511  -0.673  -0.137    0.756  -4.907  -3.332   -2.787
 30.00  3.0 -0.511   1.674   2.171    3.486  -1.429   0.571    1.650
100.00  3.0 -0.511   2.623   5.181    6.874  -0.199   4.230    5.834
  0.01  4.0  0.012  -0.708  -3.314   -0.470 -99.999 -99.999  -99.999
  0.10  4.0  0.005  -0.708  -3.406   -0.471 -99.999 -99.999  -99.999
  0.20  4.0 -0.013  -0.708  -3.488   -0.471 -99.999 -99.999  -99.999
  0.40  4.0 -0.067  -0.708  -3.573   -0.471 -99.999 -65.229  -66.206
  0.70  4.0 -0.174  -0.708  -3.630   -0.471 -72.648 -38.201  -38.929
  1.00  4.0 -0.302  -0.708  -3.652   -0.471 -50.789 -27.103  -27.670
  1.50  4.0 -0.464  -0.708  -3.382   -0.470 -33.790 -18.464  -18.846
  2.00  4.0 -0.497  -0.709  -2.839   -0.466 -25.296 -14.348  -14.596
  3.00  4.0 -0.507  -0.717  -2.073   -0.435 -16.812 -10.162  -10.219
  5.00  4.0 -0.510  -0.755  -1.222   -0.216 -10.021  -6.555   -6.365
 10.00  4.0 -0.511  -0.673  -0.137    0.756  -4.907  -3.332   -2.787
 30.00  4.0 -0.511   1.674   2.171    3.486  -1.429   0.571    1.650
100.00  4.0 -0.511   2.623   5.181    6.874  -0.199   4.230    5.834
  0.01  5.0  0.053  -0.708  -2.554   -0.459 -99.999 -99.999  -99.999
